designation,n_epochs,w1_best_period,w1_best_power,w1_fap,w1_is_periodic,w2_best_period,w2_best_power,w2_fap,w2_is_periodic,consistent_period
J143046.35-025927.8,286,116.32019171484743,0.6514467773947686,2.0822835675420733e-61,True,416.7639213071023,0.619664316202169,4.530276507198711e-56,True,False
J231029.40-060547.3,269,178.63012719737029,0.5727006827526934,6.691318797595162e-46,True,178.63012719737029,0.5428724698319313,5.152631317148874e-42,True,True
J193547.43+601201.5,500,92.62621584066697,0.12632798389629699,2.1708389912379704e-11,True,61.75157327865714,0.15022959642346856,2.829542629104542e-14,True,False
J060501.01-545944.5,500,111.1506352894096,0.04465291471455127,0.055666968660586534,False,40.66601323404411,0.09633010589992866,8.702318755155e-08,True,False
