designation,ra,dec,w1mpro,w2mpro,w3mpro,w4mpro,w1sigmpro,w2sigmpro,w3sigmpro,w4sigmpro,w1snr,w2snr,w3snr,w4snr,pmra,pmdec,ph_qual,w1_w2_color,w3mpro_1,w1mpro_1,snr_w1w2,w1_w2_zscore,w3_zscore,w1_zscore,anomaly_score,has_rosat,has_2mass,w1_w2_color_zscore_tier2,w3mpro_zscore_tier2,w1mpro_zscore_tier2,tier2_stealth_score,has_ps1,ps1_coverage,w1_w2_color_zscore_tier3,w3mpro_zscore_tier3,w1mpro_zscore_tier3,tier3_stealth_score,no_gaia_optical,no_rosat_xray,no_2mass_nir,no_ps1_deep_optical,spitzer_coverage,invisibility_count,final_stealth_score,pm_total,prime_score,has_nvss_radio,nvss_separation,gal_l,gal_b,w34_yso_flag
J223856.85-664919.1,339.7369083,-66.8219972,15.501,13.286,9.316,7.378,0.038,0.028,0.031,0.108,28.8,39.0,35.3,10.1,-114.0,-563.0,AAAA,2.2150002,9.316,15.501,1123.2,3.6882155,1.5085293,-0.3703039,12.957136,0,0,1.7394078,-1.25746,-0.016355181,11.343793,0,0,1.4229743,-1.3163773,-0.30414522,9.761626,1,1,1,1,0,4,25.91427230834961,574.4258002562211,37.39429597751938,0,999.9,320.78225813373484,-45.44264670576781,True
J045406.72-693517.6,73.5280045,-69.5882295,15.154,12.967,9.306,6.711,0.032,0.023,0.031,0.055,34.1,46.2,34.7,19.6,162.0,-35.0,AAAA,2.1870003,9.306,15.154,1575.42,3.6301775,1.5182002,-0.16240518,13.005428,0,0,1.6483401,-1.271719,-0.30637568,11.115696,0,0,1.3298107,-1.3300756,-0.62355715,9.523048,1,1,1,1,0,4,26.01085662841797,165.73774464496614,37.38800687833938,0,999.9,281.0279159251273,-35.40862971448068,True
J141321.32-304726.1,213.3388725,-30.7906069,13.291,11.378,8.549,6.254,0.025,0.021,0.022,0.046,43.9,51.5,48.3,23.8,-91.0,-113.0,AAAA,1.9130001,8.549,13.291,2260.85,3.0622318,2.2502642,0.95377696,13.515869,0,0,0.75717294,-2.3511016,-1.8634592,9.2401705,0,0,0.41813362,-2.3670154,-2.3384397,7.5449734,1,1,1,1,0,4,27.03173828125,145.08618128546908,37.374081888291016,0,999.9,323.0041055517272,28.868394945888245,True
J191832.57+263528.9,289.6357091,26.591381,16.328,14.046,9.355,7.005,0.075,0.042,0.034,0.095,14.4,25.7,31.7,11.4,-337.0,-125.0,AAAA,2.2819996,9.355,16.328,370.08,3.8270915,1.4708145,-0.86578494,12.821712,0,0,1.957319,-1.2018517,0.6748451,11.862439,0,1,1.6459007,-1.2629557,0.45710313,10.305348,1,1,1,1,0,4,25.643423080444336,359.43566879206634,37.347079322885286,0,999.9,59.62610231030761,6.32719127964174,True
J104200.37-060111.5,160.5015682,-6.0198695,13.571,11.693,8.243,6.586,0.025,0.023,0.024,0.08,43.9,47.1,46.2,13.5,184.0,242.0,AAAA,1.8780003,8.243,13.571,2067.69,2.9896843,2.546184,0.7860202,13.574349,0,0,0.6433383,-2.7874174,-1.6294372,9.095079,0,1,0.3016791,-2.7861743,-2.080701,7.386784,1,1,1,1,0,4,27.14869880676269,304.00657887618155,37.34575170750469,0,999.9,254.7618411251386,44.413018319123296,True
J010722.62-285220.2,16.8442778,-28.8722807,15.909,13.653,9.388,7.037,0.05,0.033,0.034,0.099,21.7,33.2,31.5,11.0,61.0,-212.0,AAAA,2.2560005,9.388,15.909,720.44,3.7732008,1.4389015,-0.6147496,12.863205,0,0,1.8727587,-1.154798,0.32464865,11.626846,0,1,1.5593944,-1.2177522,0.071416825,10.060025,1,1,1,1,0,4,25.72640991210937,220.60145058453264,37.33416863709411,0,999.9,240.2249519441713,-86.07347094330316,True
J162731.81-235022.9,246.8825577,-23.8397087,14.198,12.153,8.926,6.801,0.036,0.025,0.035,0.096,30.4,43.6,31.4,11.3,-186.0,-242.0,AAAA,2.045,8.926,14.198,1325.44,3.3358405,1.885683,0.41036484,13.246411,0,0,1.186494,-1.8135494,-1.1053947,10.114201,0,1,0.8573354,-1.8506004,-1.5035509,8.468408,1,1,1,1,0,4,26.492822647094727,305.2212312405544,37.32838710975647,0,999.9,353.68394386542576,17.09305288313718,True
J153234.81-052851.3,233.1450679,-5.4809373,15.57,13.368,9.238,6.959,0.045,0.031,0.04,0.094,24.1,35.0,27.0,11.5,-92.0,-103.0,AAAA,2.2019997,9.238,15.57,843.5,3.661268,1.58396,-0.41164356,12.9481,0,0,1.6971246,-1.3686779,0.04131399,11.2418995,0,1,1.3797181,-1.423222,-0.2406317,9.654866,1,1,1,1,0,4,25.89620018005371,138.10503249338888,37.30088518557736,0,999.9,359.10890948980807,39.21657136423559,True
J220454.69-563825.5,331.2278846,-56.640443,15.096,13.005,8.82,6.206,0.033,0.025,0.027,0.05,33.4,43.2,40.2,21.6,-140.0,-171.0,AAAA,2.0909996,8.82,15.096,1442.88,3.4311879,1.9881911,-0.12765521,13.148195,0,0,1.3361044,-1.9646914,-0.3548522,10.529249,0,0,1.010389,-1.9957993,-0.6769464,8.900672,1,1,1,1,0,4,26.296390533447266,221.0,37.29353895082367,0,999.9,336.2413487678612,-48.300578619960525,True
J201704.24-035130.3,304.2677074,-3.858428,15.841,13.586,9.427,6.76,0.052,0.035,0.041,0.083,20.9,31.2,26.8,13.1,-90.0,-432.0,AAAA,2.2549992,9.427,15.841,652.0799999999999,3.771125,1.4011856,-0.57400817,12.8411455,0,0,1.869502,-1.0991884,0.267814,11.575872,0,1,1.5560626,-1.1643293,0.008822419,10.008677,1,1,1,1,0,4,25.68229103088379,441.27542419672545,37.26500017664581,0,999.9,39.452572180650414,-20.781337700794637,True
J091731.51+303514.5,139.381325,30.5873839,16.209,13.933,9.391,6.96,0.066,0.041,0.04,0.096,16.5,26.8,27.5,11.3,240.0,-66.0,AAAA,2.276,9.391,16.209,442.2,3.8146555,1.4360001,-0.7944886,12.803478,0,0,1.9378058,-1.1505201,0.5753861,11.766541,0,1,1.6259384,-1.2136425,0.34756467,10.207203,1,1,1,1,0,4,25.606956481933597,248.90962215229848,37.26324307250977,0,999.9,195.3463561176961,43.47092734524231,True
J060351.10+073635.5,90.9629359,7.6098775,13.436,11.591,8.136,6.729,0.027,0.022,0.025,0.074,39.7,49.1,43.5,14.7,182.0,240.0,AAAA,1.8450003,8.136,13.436,1949.27,2.921282,2.6496599,0.8669031,13.60524,0,0,0.53600806,-2.9399858,-1.7422696,8.846263,0,1,0.19187866,-2.9327435,-2.2049682,7.1256166,1,1,1,1,0,4,27.210479736328125,301.20424963801554,37.251148391661985,0,999.9,200.65693592715877,-6.976727080006141,True
J055347.24-333839.1,88.4468432,-33.6442038,16.532,14.244,9.327,6.927,0.069,0.04,0.034,0.078,15.8,27.3,32.0,13.9,-131.0,304.0,AAAA,2.2879992,9.327,16.532,431.34,3.8395274,1.497892,-0.9880081,12.777412,0,0,1.9768322,-1.2417759,0.8453474,11.891936,0,0,1.6658629,-1.30131,0.6448846,10.33709,1,1,1,1,0,4,25.55482482910156,331.02416830195347,37.248708582126454,0,999.9,239.23784116818067,-25.915526523219864,True
J180430.83+701242.1,271.128491,70.2117141,15.768,13.555,9.235,7.037,0.04,0.026,0.024,0.063,27.2,42.5,45.1,17.3,-280.0,-375.0,AAAA,2.2129993,9.235,15.768,1156.0,3.6840682,1.5868615,-0.5302716,12.902225,0,0,1.7329004,-1.3729558,0.2068011,11.307954,0,1,1.4163171,-1.4273317,-0.05837369,9.725037,1,1,1,1,0,4,25.8044490814209,468.0010683748489,37.22549463223492,0,999.9,100.57779362236113,29.361461531203997,True
J000507.95+171559.1,1.2831252,17.2664437,14.812,12.749,8.802,6.682,0.033,0.026,0.026,0.07,32.7,42.4,41.2,15.5,2.0,-321.0,AAAA,2.0630007,8.802,14.812,1386.48,3.373152,2.0055978,0.042497836,13.170351,0,0,1.2450397,-1.9903566,-0.59221715,10.2788925,0,1,0.9172285,-2.0204551,-0.93836653,8.639835,1,1,1,1,0,4,26.34070205688477,321.00623046912966,37.20887941325371,0,999.9,107.42644472508542,-44.206729951800014,True
J152513.15+215104.9,231.3048077,21.8513676,15.857,13.757,8.578,6.353,0.065,0.036,0.022,0.051,16.8,29.8,50.1,21.2,-175.0,232.0,AAAA,2.1000004,8.578,15.857,500.64,3.4498446,2.2222192,-0.58359474,13.099269,0,0,1.3653787,-2.309751,0.28118733,10.687737,0,1,1.0403372,-2.3272908,0.02355103,9.06253,1,1,1,1,0,4,26.19853782653809,290.6011011679068,37.20192580956711,0,999.9,32.910581090334006,54.7535067946418,True
J222345.27-284104.4,335.9386529,-28.6845737,13.822,11.883,8.519,6.818,0.026,0.023,0.028,0.093,42.2,46.4,39.2,11.7,-204.0,-84.0,AAAA,1.9389992,8.519,13.822,1958.08,3.1161225,2.2792757,0.63563854,13.402919,0,0,0.8417332,-2.3938775,-1.4196535,9.402856,0,1,0.50464,-2.408109,-1.8496574,7.71739,1,1,1,1,0,4,26.805837631225582,220.61731573020282,37.20113717568084,0,999.9,21.41515554079113,-57.46483707324436,True
J154540.88+762110.6,236.4203414,76.3529484,15.568,13.345,9.379,7.235,0.032,0.026,0.026,0.072,34.1,42.4,41.9,15.1,164.0,-147.0,AAAA,2.2229996,9.379,15.568,1445.84,3.7047966,1.4476049,-0.4104454,12.875352,0,0,1.7654254,-1.1676307,0.039642524,11.3118925,0,1,1.4495907,-1.2300801,-0.24247254,9.732718,1,1,1,1,0,4,25.750703811645508,220.238507078122,37.1994646662468,0,999.9,111.25755838753025,36.532142274224185,True
J135146.76-310550.3,207.9448649,-31.0973291,16.514,14.191,9.539,6.759,0.075,0.042,0.037,0.066,14.5,25.8,29.7,16.4,7.0,276.0,AAAA,2.323,9.539,16.514,374.1,3.9120767,1.2928755,-0.97722393,12.6983185,0,0,2.0906699,-0.9394918,0.83030343,12.061876,0,0,1.7823206,-1.0109122,0.628316,10.52013,1,1,1,1,0,4,25.396636962890625,276.08875384557047,37.19591449584961,0,999.9,317.8469868583646,30.02077397437987,True
J003331.16+562112.2,8.3798469,56.3533987,15.901,13.512,10.156,6.6,0.048,0.03,0.067,0.059,22.5,36.0,16.2,18.4,-17.0,-21.0,AAAA,2.389,10.156,15.901,810.0,4.048881,0.6961992,-0.6099563,12.580985,0,0,2.3053305,-0.059729856,0.31796196,12.309093,0,1,2.0019217,-0.16574377,0.064052515,10.792049,1,1,1,1,0,4,25.161970138549805,27.018512172212592,37.1843594707489,0,999.9,120.4359364172251,-6.431485320133592,True
J004702.81+423348.7,11.7617337,42.5635311,15.755,13.381,10.135,7.669,0.045,0.028,0.05,0.108,24.2,38.7,21.8,10.0,135.0,138.0,AAAA,2.3740005,10.135,15.755,936.54,4.0177903,0.7165074,-0.52248317,12.60565,0,0,2.256546,-0.089672975,0.19593617,12.193262,0,1,1.9520143,-0.19450948,-0.070339695,10.670604,1,1,1,1,0,4,25.211299896240234,193.05180651835403,37.18162760810509,0,999.9,122.06987792902993,-20.3008667612082,True
J190211.90-633414.0,285.5495942,-63.570579,13.309,11.505,7.979,5.508,0.024,0.021,0.02,0.034,44.9,50.8,53.8,32.0,-80.0,-356.0,AAAA,1.8039999,7.979,13.309,2280.92,2.8362968,2.801488,0.94299275,13.654116,0,0,0.40265712,-3.1638465,-1.8484153,8.559255,0,0,0.05545869,-3.1478019,-2.321871,6.8232617,1,1,1,1,0,4,27.30823135375977,364.87806182339875,37.16104068003166,0,999.9,332.3817557539418,-25.272120035856133,True
J032635.16-735621.1,51.6465212,-73.9392222,15.99,13.721,9.468,7.651,0.036,0.027,0.029,0.102,30.4,40.5,38.0,10.6,242.0,-409.0,AAAA,2.269,9.468,15.99,1231.2,3.800146,1.3615359,-0.6632789,12.779464,0,0,1.9150388,-1.0407273,0.3923474,11.634988,0,0,1.6026475,-1.1081669,0.14597635,10.073031,1,1,1,1,0,4,25.558927536010746,475.2315225234959,37.157568851852425,0,999.9,290.03566508346137,-39.058291133983865,True
J223912.47+421327.4,339.801995,42.2243016,15.71,13.439,9.595,7.29,0.051,0.029,0.037,0.109,21.2,37.1,29.2,10.0,-650.0,-741.0,AAAA,2.271,9.595,15.71,786.52,3.8042915,1.2387195,-0.4955222,12.775431,0,0,1.9215432,-0.85964215,0.15832539,11.589633,0,1,1.6093016,-0.93420225,-0.111762054,10.028424,1,1,1,1,0,4,25.550861358642575,985.6880845379029,37.15606258773803,0,999.9,98.30311349702774,-14.23689054466832,True
J222125.03-632421.4,335.3543113,-63.4059466,13.296,11.488,8.015,5.344,0.025,0.021,0.019,0.031,43.8,51.4,55.8,34.6,20.0,-169.0,AAAA,1.8079996,8.015,13.296,2251.32,2.8445873,2.7666736,0.95078176,13.634554,0,0,0.41566592,-3.112515,-1.859281,8.562458,0,0,0.06876688,-3.0984886,-2.333838,6.8279634,1,1,1,1,0,4,27.26910781860352,170.17931719218996,37.129615024281925,0,999.9,326.1981020827822,-46.36954085770077,True
J125858.02-072425.4,194.7417599,-7.4070576,14.99,12.895,8.927,6.531,0.059,0.027,0.029,0.069,18.5,39.6,37.0,15.8,233.0,118.0,AAAA,2.0949993,8.927,14.99,732.6,3.4394784,1.8847154,-0.064147286,13.081362,0,0,1.3491131,-1.812123,-0.44344628,10.45085,0,1,1.0236971,-1.84923,-0.77451885,8.82377,1,1,1,1,0,4,26.16272354125977,261.17618574441275,37.124901042266316,0,999.9,306.2216491405508,55.41659047461039,True
J021257.97-194036.8,33.2415636,-19.6769159,15.673,13.41,9.58,7.215,0.044,0.031,0.041,0.107,24.4,35.3,26.2,10.1,198.0,-265.0,AAAA,2.2630005,9.58,15.673,861.3199999999999,3.7877102,1.2532257,-0.47335452,12.769615,0,0,1.8955257,-0.8810307,0.12740128,11.510726,0,1,1.5826852,-0.95474976,-0.1458201,9.946524,1,1,1,1,0,4,25.539230346679688,330.80054413498175,37.098288555509946,0,999.9,195.5268780859266,-69.89892668878565,True
