designation,ra,dec,w1mpro,w2mpro,w3mpro,w4mpro,w1sigmpro,w2sigmpro,w3sigmpro,w4sigmpro,w1snr,w2snr,w3snr,w4snr,pmra,pmdec,ph_qual,w1_w2_color,w3mpro_1,w1mpro_1,snr_w1w2,w1_w2_zscore,w3_zscore,w1_zscore,anomaly_score,has_rosat,has_2mass,w1_w2_color_zscore_tier2,w3mpro_zscore_tier2,w1mpro_zscore_tier2,tier2_stealth_score,has_ps1,ps1_coverage,w1_w2_color_zscore_tier3,w3mpro_zscore_tier3,w1mpro_zscore_tier3,tier3_stealth_score,no_gaia_optical,no_rosat_xray,no_2mass_nir,no_ps1_deep_optical,spitzer_coverage,invisibility_count,final_stealth_score,pm_total,prime_score,has_nvss_radio,nvss_separation,T_eff_K,SolidAngle_scale,filename,cluster,umap_x,umap_y,vote,lamost_match,lamost_class,lamost_subclass,lamost_teff,lamost_score,lamost_category,lamost_is_known_ir,lamost_temp_mismatch,ir_teff,legacy_match,legacy_mag_g,legacy_mag_r,legacy_mag_z,legacy_type,legacy_score,legacy_is_bright,legacy_is_faint,score,gal_l,gal_b,pm_category,galactic_region,est_distance_pc,kinematic_score,kinematic_flag
J105027.24-701039.5,162.6135033,-70.177643,15.344,13.068,9.067,7.192,0.039,0.026,0.023,0.066,27.6,41.8,48.2,16.5,66.0,88.0,AAAA,2.276,9.067,15.344,1153.68,3.8146555,1.7493268,-0.27623993,13.791717,0,0,1.9378058,-1.6125008,-0.14757524,12.911442,0,0,1.6259384,-1.6574574,-0.44866344,11.352105,1,1,1,1,0,4,27.58343315124512,110.0,40.1394119216919,0,999.9,255.5811535627325,3.5500161063553815e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2111.999988555908,False,99.0,99.0,99.0,,0.0,False,False,92.6,292.95322487213787,-9.686104452941338,moderate,thin_disk,95.89566551591868,-5.0,NORMAL
J002657.56-234837.1,6.7398731,-23.8103328,15.468,13.053,8.725,6.901,0.039,0.027,0.027,0.087,27.6,40.4,40.8,12.5,-217.0,-295.0,AAAA,2.415,8.725,15.468,1115.04,4.1027737,2.0800612,-0.35053256,15.077881,0,0,2.3898938,-2.100148,-0.043936368,15.759058,0,1,2.0884311,-2.1259296,-0.33452153,14.251745,1,1,1,1,0,4,30.15576171875,366.2157833846051,44.720994628906254,0,999.9,261.7265803570078,4.348127382286268e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2042.5000190734863,False,99.0,99.0,99.0,,0.0,False,False,92.6,62.57351823301523,-83.55693057307656,high,halo,28.804119552850736,-10.0,HIGH_PM|HALO
J052409.52-224536.5,81.0396971,-22.7601541,15.431,13.017,8.919,7.249,0.04,0.027,0.025,0.107,27.1,39.7,43.8,10.1,30.0,135.0,AAAA,2.4139996,8.919,15.431,1075.87,4.1007,1.8924522,-0.3283643,14.812413,0,0,2.38664,-1.8235304,-0.07486128,15.389741,0,1,2.0851023,-1.860189,-0.36858046,13.882051,1,1,1,1,0,4,29.62482643127441,138.2931668593933,43.92769026230758,0,999.9,284.33452591758527,2.5271279913319134e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2043.0002212524412,False,99.0,99.0,99.0,,0.0,False,False,92.1,225.3196699682678,-28.780031247166455,moderate,thick_disk,76.27653228504084,0.0,NORMAL
J054110.02-830916.6,85.2917526,-83.1546199,15.991,13.756,8.946,7.119,0.04,0.028,0.023,0.069,26.8,38.9,48.2,15.7,156.0,261.0,AAAA,2.2350006,8.946,15.991,1042.52,3.7296722,1.8663412,-0.66387826,13.32465,0,0,1.804458,-1.7850313,0.39318353,12.091094,0,0,1.4895216,-1.8232037,0.14689723,10.516412,1,1,1,1,0,4,26.64929962158203,304.06742673295344,38.56153975034516,0,999.9,260.96692049367886,3.588401372189038e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2132.4996948242188,False,99.0,99.0,99.0,,0.0,False,False,91.8,295.46717223640104,-28.996166566942996,high,thick_disk,34.69139499777881,-15.0,HIGH_PM
J231923.35+005202.6,349.8473284,0.867402,15.428,13.418,8.758,6.963,0.043,0.031,0.027,0.084,25.3,34.8,40.0,13.0,-370.0,-96.0,AAAA,2.0100002,8.758,15.428,880.4399999999999,3.263293,2.0481482,-0.32656732,12.535533,0,0,1.0726594,-2.0530944,-0.07736808,9.133025,0,1,0.74088085,-2.0807261,-0.37134132,7.4741335,1,1,1,1,0,4,25.07106590270996,382.2512262897269,35.149635398442,0,999.9,265.23424535646086,3.96273161557156e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2244.999885559082,False,99.0,99.0,99.0,,0.0,False,False,90.3,80.86650188417094,-54.30827816725997,high,halo,27.59578643903633,-10.0,HIGH_PM|HALO
J093710.36-473613.5,144.2932013,-47.6037706,14.511,12.677,9.039,7.15,0.046,0.027,0.028,0.089,23.8,40.8,39.2,12.1,23.0,673.0,AAAA,1.8339996,9.039,14.511,971.04,2.89848,1.7764052,0.2228368,11.582885,0,0,0.50022924,-1.6524262,-0.84379154,6.276794,0,0,0.1552764,-1.695813,-1.2154361,4.5520296,1,1,1,1,0,4,23.165769577026367,673.3929016554897,31.662972004618076,0,999.9,254.2897462239873,3.739596878015442e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2333.0001831054688,False,99.0,99.0,99.0,,0.0,False,False,88.8,272.5058553479959,3.460451359798411,very_high,thin_disk,15.664737749415298,-35.0,HIGH_PM
J174419.54+385839.2,266.0814384,38.977561,16.091,13.859,9.018,7.442,0.047,0.032,0.028,0.109,23.3,34.0,38.9,10.0,-213.0,-58.0,AAAA,2.2319994,9.018,16.091,792.2,3.7234514,1.7967134,-0.72379106,13.141633,0,0,1.7946967,-1.6823694,0.4767624,11.843119,0,1,1.4795357,-1.7245786,0.23894621,10.267314,1,1,1,1,0,4,26.283266067504883,220.75552088226468,38.01611288604713,0,999.9,298.085873449733,1.8828281367139756e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2134.000301361084,False,99.0,99.0,99.0,,0.0,False,False,88.3,64.50932786337971,29.113394989065277,high,thick_disk,47.78373453399105,-15.0,HIGH_PM
J161358.02+374358.6,243.4917622,37.7329562,15.979,14.058,9.384,7.507,0.047,0.036,0.032,0.096,22.9,30.2,33.9,11.3,-528.0,157.0,AAAA,1.9210005,9.384,15.979,691.5799999999999,3.0788147,1.4427694,-0.65668863,10.74391,0,0,0.78319365,-1.1605011,0.38315395,6.1448183,0,1,0.44475317,-1.2232311,0.1358512,4.4526157,1,1,1,1,0,4,21.48781967163086,550.8475288135547,29.743442138253407,0,999.9,254.84060944157451,2.68029312616146e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2289.4997596740723,False,99.0,99.0,99.0,,0.0,False,False,87.9,60.257004911400045,46.51152461363187,very_high,halo,19.14962426984294,-25.0,HIGH_PM|HALO
J033514.30-464330.1,53.809611,-46.725048,16.483,13.985,9.053,7.165,0.048,0.03,0.026,0.081,22.6,36.5,42.3,13.3,134.0,-33.0,AAAA,2.4980001,9.053,16.483,824.9000000000001,4.274816,1.7628655,-0.95865077,14.510096,0,0,2.6598463,-1.6324629,0.8043937,15.866312,0,0,2.3645964,-1.6766344,0.5997805,14.390062,1,1,1,1,0,4,29.02019119262696,138.00362314084367,43.518679292867205,0,999.9,253.4025517501668,3.732142589964143e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2000.999927520752,False,99.0,99.0,99.0,,0.0,False,False,87.6,255.44613724222265,-52.44568678870684,moderate,halo,76.43656714712084,5.0,HALO
J052747.14-105916.1,81.9464532,-10.9878105,15.856,14.343,8.515,6.942,0.052,0.045,0.022,0.086,20.8,23.9,49.6,12.7,183.0,549.0,AAAA,1.5129995,8.515,15.856,497.12,2.233113,2.2831438,-0.58299536,9.541059,0,0,-0.543802,-2.3995805,0.2803512,1.264282,0,1,-0.91278297,-2.4135878,0.022630163,-0.5806226,1,1,1,1,0,4,19.08211708068848,578.6968118108134,24.85636380109311,0,999.9,297.1309833246517,3.017226578372333e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2493.500232696533,False,99.0,99.0,99.0,,0.0,False,False,85.8,213.54747376168413,-23.501205067683276,very_high,thick_disk,18.228065182774085,-30.0,HIGH_PM
J222002.70+393201.3,335.0112616,39.5337222,15.291,13.146,8.762,7.2,0.054,0.027,0.027,0.099,20.0,40.2,40.2,10.9,-104.0,-502.0,AAAA,2.1450005,8.762,15.291,804.0,3.5431206,2.0442803,-0.24448626,13.451297,0,0,1.5117385,-2.0473912,-0.19187188,11.402767,0,1,1.1900653,-2.0752473,-0.49744925,9.794401,1,1,1,1,0,4,26.9025936126709,512.659731205797,38.44380896276608,0,999.9,302.01629169939,2.2706816296568894e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2177.499771118164,False,99.0,99.0,99.0,,0.0,False,False,85.0,93.65918552459269,-14.581829257561273,very_high,thick_disk,20.576071348417575,-30.0,HIGH_PM
J162011.49+650543.1,245.047897,65.0953197,16.837,15.336,9.344,7.528,0.06,0.057,0.031,0.094,18.1,19.1,35.1,11.5,-427.0,-863.0,AAAA,1.5009995,9.344,16.837,345.71000000000004,2.2082393,1.4814517,-1.1707435,7.6761518,0,0,-0.5828315,-1.2175359,1.1002648,-1.1219974,0,1,-0.9527107,-1.278023,0.9256359,-2.9713936,1,1,1,1,0,4,15.352303504943848,962.8592835923638,19.96106348189764,0,999.9,261.92804626657914,2.4396197030901965e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2499.500274658203,False,99.0,99.0,99.0,,0.0,False,False,83.1,97.17442633170741,40.041968409007715,very_high,halo,10.955415174889541,-25.0,HIGH_PM|HALO
J105156.31-313630.4,162.9846352,-31.6084669,16.255,14.216,9.187,7.415,0.069,0.042,0.035,0.105,15.8,26.0,31.3,10.3,515.0,468.0,AAAA,2.0389996,9.187,16.255,410.8,3.3234026,1.6332798,-0.82204837,11.59808,0,0,1.1669778,-1.4413967,0.61383224,8.2794,0,0,0.8373699,-1.4930813,0.38990703,6.631361,1,1,1,1,0,4,23.19615936279297,695.8800183939758,32.65555129524719,0,999.9,268.0395650630982,2.541568327104214e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2230.5002212524414,False,99.0,99.0,99.0,,0.0,False,False,80.8,275.0906324241734,24.724189815967215,very_high,thick_disk,15.158537287930804,-30.0,HIGH_PM
J193555.86-502607.4,293.9827541,-50.4353902,16.246,13.618,9.098,7.193,0.081,0.033,0.033,0.091,13.4,32.6,32.9,11.9,-502.0,-571.0,AAAA,2.6280003,9.098,16.246,436.84,4.5442796,1.7193487,-0.8166569,15.3952055,0,0,3.0826628,-1.5683,0.606311,18.035355,0,0,2.7971442,-1.6149946,0.3816236,16.607761,1,1,1,1,0,4,30.7904109954834,760.2927067912726,46.97385286213413,0,999.9,251.5784522814953,3.7103895777797627e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,1448.7998962402344,False,99.0,99.0,99.0,,0.0,False,False,78.4,347.6998272828032,-27.44410398560564,very_high,thick_disk,13.874292246297978,-30.0,HIGH_PM
J161308.63-513447.6,243.2859947,-51.5799066,11.97,8.416,5.568,3.959,0.096,0.024,0.029,0.047,11.3,44.6,37.5,23.0,-548.0,-396.0,AAAA,3.554,5.568,11.97,503.9800000000001,6.4636855,5.1330686,1.7452298,28.83589,0,0,6.0944147,-6.601617,-2.967543,42.48344,0,0,5.8782105,-6.4503937,-3.5544138,41.40242,1,1,1,1,0,4,57.67177963256836,676.1065004864248,98.66488059539796,0,999.9,309.8360167545899,4.081059876099391e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,1078.4000396728516,False,99.0,99.0,99.0,,0.0,False,False,76.3,331.5522509235134,-0.28169662432623055,very_high,thin_disk,15.601866272786785,-35.0,HIGH_PM
J173438.58-311045.3,263.6607884,-31.1792752,10.735,8.838,5.848,4.002,0.096,0.03,0.017,0.034,11.3,36.1,64.6,32.2,253.0,746.0,AAAA,1.8969994,5.848,10.735,407.93000000000006,3.0290654,4.862292,2.4851577,18.865791,0,0,0.7051316,-6.2023735,-3.9997485,15.735399,0,0,0.36489454,-6.066849,-4.691226,14.034214,1,1,1,1,0,4,37.73158264160156,787.7340921910134,52.04694056803528,0,999.9,261.41909601270174,6.267394996936719e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2301.5003204345703,False,99.0,99.0,99.0,,0.0,False,False,76.3,356.8379608949481,0.8206142122019641,very_high,thin_disk,13.390969505218775,-35.0,HIGH_PM
J044024.40-731441.6,70.1016701,-73.2448907,10.787,8.605,5.619,4.389,0.023,0.019,0.014,0.022,48.1,55.8,77.6,48.8,164.0,22.0,AAAA,2.1820002,5.619,10.787,2683.98,3.6198132,5.0837483,2.4540029,20.939064,0,0,1.6320776,-6.5288973,-3.9562871,20.781887,0,0,1.3131739,-6.3805337,-4.64336,19.187368,1,1,1,1,0,4,41.87812805175781,165.46903033498444,60.15374480867005,0,999.9,465.84525315486167,1.0346050325933075e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2158.9999198913574,False,99.0,99.0,99.0,,0.0,False,False,63.1,285.68834500793054,-35.131223807657754,moderate,halo,63.74922960143088,5.0,HALO
J203552.30+395036.6,308.9679316,39.843527,10.056,8.551,6.064,4.048,0.023,0.021,0.023,0.082,47.5,52.0,46.5,13.2,10.0,-174.0,AAAA,1.5050001,6.064,10.056,2470.0,2.216532,4.6534066,2.891968,16.521675,0,0,-0.56981957,-5.894386,-4.567252,9.349684,0,1,-0.9393993,-5.770972,-5.316242,7.5017843,1,1,1,1,0,4,33.04335021972656,174.28711943227475,42.989399296731264,0,999.9,241.20082987291363,7.555272055829743e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2497.499942779541,False,99.0,99.0,99.0,,0.0,False,False,62.5,79.34308834018873,-0.49094740480428034,moderate,thin_disk,60.523825519131634,-5.0,NORMAL
J154920.85+235547.1,237.336893,23.9297749,12.987,11.377,8.401,6.304,0.023,0.02,0.02,0.049,47.1,53.3,54.8,22.2,-208.0,-181.0,AAAA,1.6100006,8.401,12.987,2510.43,2.4341762,2.3933887,1.1359129,12.028524,0,0,-0.22831254,-2.56213,-2.1175404,4.781128,0,1,-0.5900326,-2.5697458,-2.6182702,2.9725275,1,1,1,1,0,4,24.057048797607425,275.7263135792448,31.80342139728287,0,999.9,231.798825343295,1.0666907560405816e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2444.9996948242188,False,99.0,99.0,99.0,,0.0,False,False,62.1,38.60384663544106,49.94256991161601,high,halo,38.25722351203658,-10.0,HIGH_PM|HALO
J054854.58-722401.3,87.2274253,-72.4003719,11.31,9.226,6.277,5.045,0.023,0.02,0.015,0.026,46.9,54.6,72.0,41.2,172.0,221.0,AAAA,2.0840006,6.277,11.31,2560.74,3.4166803,4.4474235,2.1406565,19.061832,0,0,1.3133405,-5.590676,-3.5191665,17.602207,0,0,0.98710126,-5.479204,-4.1619406,15.971009,1,1,1,1,0,4,38.12366485595703,280.04463929880893,54.01361294275971,0,999.9,471.45323126392105,5.478984512806317e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2207.9997062683105,False,99.0,99.0,99.0,,0.0,False,False,61.9,283.18587228796844,-30.474292632817676,high,halo,37.66729201874038,-10.0,HIGH_PM|HALO
J124915.41+324357.2,192.3142251,32.732575,13.02,11.367,8.051,5.694,0.023,0.021,0.02,0.046,46.2,52.5,53.7,23.6,236.0,190.0,AAAA,1.6530008,8.051,13.02,2425.5,2.5233068,2.73186,1.1161416,12.783852,0,0,-0.088457204,-3.0611846,-2.0899594,6.137575,0,1,-0.4469585,-3.0491767,-2.5878937,4.345069,1,1,1,1,0,4,25.567703247070312,302.9785470953348,34.020390031384274,0,999.9,208.72520365943893,2.603407159386783e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2423.499584197998,False,99.0,99.0,99.0,,0.0,False,False,61.2,127.61724111443878,84.37582070666433,high,halo,34.81607297902802,-10.0,HIGH_PM|HALO
J024626.34-024715.2,41.6097542,-2.7875736,12.402,9.989,6.295,4.339,0.024,0.021,0.015,0.021,46.1,52.8,72.0,50.9,-52.0,65.0,AAAA,2.413,6.295,12.402,2434.08,4.0986285,4.430016,1.4864049,20.427315,0,0,2.3833895,-5.56501,-2.60648,22.263384,0,1,2.081777,-5.454548,-3.1567597,20.755322,1,1,1,1,0,4,40.85462951660156,83.24061508662703,60.57107372131348,0,999.9,246.2492527210198,5.458057012803755e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2043.4999465942385,False,99.0,99.0,99.0,,0.0,False,False,61.1,176.39177156033642,-53.27616406073259,moderate,halo,126.72327319750575,5.0,HALO
J234658.41-003806.5,356.743416,-0.6351508,13.087,11.42,8.312,6.349,0.024,0.022,0.024,0.068,45.8,49.0,45.7,16.0,-126.0,-107.0,AAAA,1.6669998,8.312,13.087,2244.2,2.5523238,2.479457,1.0760001,12.452157,0,0,-0.042926442,-2.689032,-2.0339615,5.820282,0,1,-0.40037987,-2.6916578,-2.526221,4.033015,1,1,1,1,0,4,24.90431404113769,165.3027525481654,33.20741134628044,0,999.9,246.15880171134796,8.568601160968311e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2416.5000915527344,False,99.0,99.0,99.0,,0.0,False,False,60.8,89.97814997550987,-59.31825911512263,moderate,halo,63.81335485431472,5.0,HALO
J100857.71-265220.0,152.2404764,-26.8722499,13.06,11.416,8.134,5.726,0.024,0.021,0.021,0.04,45.8,52.0,51.7,27.2,263.0,194.0,AAAA,1.644,8.134,13.06,2381.6,2.50465,2.651594,1.0921763,12.583517,0,0,-0.11773163,-2.9428372,-2.0565276,5.806706,0,1,-0.4769067,-2.935483,-2.551074,4.010831,1,1,1,1,0,4,25.16703414916992,326.8103425535979,33.441954977416984,0,999.9,204.8383021667916,2.6900379755390803e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2427.999973297119,False,99.0,99.0,99.0,,0.0,False,False,60.8,263.6916341049616,23.35931601559877,high,thick_disk,32.27720127927428,-15.0,HIGH_PM
J065314.51-042541.9,103.3104752,-4.4283133,12.63,11.083,7.694,5.264,0.024,0.021,0.02,0.038,45.6,52.6,54.9,28.5,154.0,305.0,AAAA,1.5469999,7.694,12.63,2398.56,2.3035889,3.0771,1.3498031,12.87622,0,0,-0.433218,-3.5702198,-2.415919,5.337913,0,1,-0.7996539,-3.5381958,-2.9468873,3.5057335,1,1,1,1,0,4,25.752439498901367,341.6738210633059,33.72024376481266,0,999.9,203.1944458908701,4.2294270540109197e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2476.5000343322754,False,99.0,99.0,99.0,,0.0,False,False,60.6,217.0794458978598,-1.6172660472503222,high,thin_disk,30.873079985828376,-20.0,HIGH_PM
J204003.75-804422.4,310.0156403,-80.7395565,13.545,11.856,8.5,6.295,0.024,0.021,0.023,0.052,45.6,51.2,47.0,20.7,35.0,-233.0,AAAA,1.6890001,8.5,13.545,2334.7200000000003,2.597926,2.2976499,0.80159765,12.04185,0,0,0.028628096,-2.420969,-1.6511679,5.5400376,0,0,-0.3271785,-2.4341354,-2.104634,3.761005,1,1,1,1,0,4,24.08370018005371,235.61409125941512,32.219174582549854,0,999.9,221.37434591985397,1.2395351441678762e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2405.4999351501465,False,99.0,99.0,99.0,,0.0,False,False,60.6,312.55034783102775,-31.02477175183535,high,halo,44.770340985832426,-10.0,HIGH_PM|HALO
J122218.60+095254.8,185.5775167,9.8819104,12.81,10.954,7.298,5.113,0.024,0.021,0.015,0.03,45.5,51.2,70.2,35.7,207.0,212.0,AAAA,1.856,7.298,12.81,2329.6,2.944082,3.4600556,1.2419592,15.264289,0,0,0.5717838,-4.134864,-2.265476,11.020989,0,1,0.22847775,-4.080637,-2.7811978,9.30446,1,1,1,1,0,4,30.52857780456543,296.29883563726673,41.86078588562012,0,999.9,223.06906096870856,3.595886778061351e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2322.000026702881,False,99.0,99.0,99.0,,0.0,False,False,60.5,279.83894565166025,71.43572337333096,high,halo,35.60096071273364,-10.0,HIGH_PM|HALO
J032813.34-454620.4,52.055589,-45.7723346,13.872,12.186,8.806,6.775,0.024,0.021,0.022,0.054,45.5,50.7,49.6,20.1,21.0,-18.0,AAAA,1.6859999,8.806,13.872,2306.85,2.591707,2.00173,0.60568184,11.383397,0,0,0.018869955,-1.9846535,-1.3778636,4.7034917,0,0,-0.33716124,-2.0149765,-1.8036325,2.9233356,1,1,1,1,0,4,22.76679420471192,27.65863337187866,30.44375675520489,0,999.9,238.26702424072573,6.370521015726125e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2407.000064849853,False,99.0,99.0,99.0,,0.0,False,False,60.5,254.52351764015333,-53.885442201174335,low,halo,381.3826614252042,15.0,HALO|LOW_PM
J164031.79+575550.9,250.1324842,57.9308173,13.984,12.13,8.674,6.454,0.024,0.021,0.019,0.037,45.5,52.1,58.1,29.4,44.0,34.0,AAAA,1.8540001,8.674,13.984,2370.55,2.9399369,2.1293817,0.5385788,12.552463,0,0,0.56527936,-2.172868,-1.2842543,7.6237392,0,1,0.22182366,-2.1957903,-1.7005366,5.906461,1,1,1,1,0,4,25.10492515563965,55.60575509783138,34.41383190544933,0,999.9,220.0148836555288,1.0916227699189907e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2322.999954223633,False,99.0,99.0,99.0,,0.0,False,False,60.5,87.30613506510169,39.931607040289755,moderate,halo,189.70200455316623,5.0,HALO
J152842.04+742202.9,232.1751702,74.3674952,13.708,11.927,8.237,6.094,0.024,0.021,0.02,0.04,45.5,52.5,54.1,27.4,184.0,-206.0,AAAA,1.7810001,8.237,13.708,2388.75,2.788623,2.5519862,0.70393914,12.897788,0,0,0.32785195,-2.7959719,-1.5149335,7.447171,0,1,-0.021068115,-2.7943926,-1.9545933,5.702571,1,1,1,1,0,4,25.79557609558105,276.2100649867777,34.983960816738545,0,999.9,226.92494501517632,1.3818063477330427e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2359.499931335449,False,99.0,99.0,99.0,,0.0,False,False,60.5,110.3030275786856,38.65715900716286,high,halo,38.19022021248942,-10.0,HIGH_PM|HALO
J071203.98-552448.9,108.0166066,-55.4135895,13.814,12.247,8.791,6.429,0.024,0.021,0.021,0.046,45.4,51.7,51.4,23.6,186.0,146.0,AAAA,1.5670004,8.791,13.814,2347.18,2.3450458,2.016235,0.6404312,10.699922,0,0,-0.36816785,-2.0060406,-1.4263394,2.832062,0,0,-0.7331066,-2.0355227,-1.8570209,1.0073683,1,1,1,1,0,4,21.399843215942383,236.4571842850202,28.106555791806183,0,999.9,208.3128644118624,1.331618386087808e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2466.4998054504395,False,99.0,99.0,99.0,,0.0,False,False,60.4,266.14093474256794,-19.267992848666115,high,thick_disk,44.610711400657216,-15.0,HIGH_PM
J014313.34-052339.2,25.8055986,-5.3942238,13.118,11.494,8.577,6.494,0.024,0.021,0.025,0.063,45.4,52.9,43.3,17.2,13.0,-165.0,AAAA,1.6239996,8.577,13.118,2401.66,2.4631932,2.2231867,1.0574269,11.781786,0,0,-0.18278177,-2.3111775,-2.0080519,4.5898914,0,1,-0.54345393,-2.3286612,-2.4976857,2.7865307,1,1,1,1,0,4,23.56357192993164,165.51132891738862,31.217018207687683,0,999.9,233.2747127942328,8.783667934803864e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2438.000202178955,False,99.0,99.0,99.0,,0.0,False,False,60.4,154.80135370280678,-65.01122469203705,moderate,halo,63.73293765296344,5.0,HALO
J224135.04-575201.7,340.3960271,-57.8671407,13.215,11.677,8.101,5.696,0.024,0.021,0.018,0.03,45.3,51.5,60.7,35.6,30.0,-189.0,AAAA,1.5380001,8.101,13.215,2332.95,2.284934,2.6835067,0.9993111,11.879374,0,0,-0.46248934,-2.989891,-1.9269798,4.053878,0,0,-0.8295989,-2.9806864,-2.4083974,2.21833,1,1,1,1,0,4,23.75874710083008,191.36614120580475,31.066938184220355,0,999.9,205.0236840006288,2.7572303959115944e-16,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2480.9999465942383,False,99.0,99.0,99.0,,0.0,False,False,60.3,330.4064878594608,-51.770073823419466,moderate,halo,55.12220260221814,5.0,HALO
