designation,ra,dec,w1mpro,w2mpro,w3mpro,w4mpro,w1sigmpro,w2sigmpro,w3sigmpro,w4sigmpro,w1snr,w2snr,w3snr,w4snr,pmra,pmdec,ph_qual,w1_w2_color,w3mpro_1,w1mpro_1,snr_w1w2,w1_w2_zscore,w3_zscore,w1_zscore,anomaly_score,has_rosat,has_2mass,w1_w2_color_zscore_tier2,w3mpro_zscore_tier2,w1mpro_zscore_tier2,tier2_stealth_score,has_ps1,ps1_coverage,w1_w2_color_zscore_tier3,w3mpro_zscore_tier3,w1mpro_zscore_tier3,tier3_stealth_score,no_gaia_optical,no_rosat_xray,no_2mass_nir,no_ps1_deep_optical,spitzer_coverage,invisibility_count,final_stealth_score,pm_total,prime_score,has_nvss_radio,nvss_separation,T_eff_K,SolidAngle_scale,filename,cluster,umap_x,umap_y,vote,lamost_match,lamost_class,lamost_subclass,lamost_teff,lamost_score,lamost_category,lamost_is_known_ir,lamost_temp_mismatch,ir_teff,legacy_match,legacy_mag_g,legacy_mag_r,legacy_mag_z,legacy_type,legacy_score,legacy_is_bright,legacy_is_faint,score,gal_l,gal_b,pm_category,galactic_region,est_distance_pc,kinematic_score,kinematic_flag
J223900.22+330237.4,339.7509425,33.0437245,13.854,12.119,8.823,7.223,0.026,0.022,0.027,0.099,41.6,49.3,39.7,11.0,11.0,-304.0,AAAA,1.7349997,8.823,13.854,2050.88,2.6932735,1.9852897,0.616466,11.674221,0,0,0.17823847,-1.9604135,-1.3929076,5.4782376,0,1,-0.1741249,-1.9916896,-1.820201,3.716421,1,1,1,1,0,4,23.34844207763672,304.19894805866767,31.450350077670134,0,999.9,303.14976620861563,2.167396197249223e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2382.500171661377,False,99.0,99.0,99.0,,0.0,False,False,106.6,93.31520316668791,-22.10281922853698,high,thick_disk,34.67639606931406,-15.0,HIGH_PM
J110700.87-255107.4,166.7536484,-25.8520653,13.81,12.046,8.622,6.723,0.026,0.022,0.023,0.078,41.4,50.4,46.6,13.9,306.0,120.0,AAAA,1.7640009,8.622,13.81,2086.56,2.753387,2.179669,0.64282763,12.172492,0,0,0.27256304,-2.2470133,-1.4296823,6.36498,0,1,-0.07762948,-2.26702,-1.8607025,4.614018,1,1,1,1,0,4,24.34498405456543,328.6883021952561,32.933898811113245,0,999.9,253.3699742970349,5.595011967535978e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2367.99955368042,False,99.0,99.0,99.0,,0.0,False,False,106.4,275.3039445961676,31.357857379394094,high,halo,32.09278558530733,-10.0,HIGH_PM|HALO
J005832.22+064701.7,14.6342573,6.7838242,13.854,12.041,8.522,6.784,0.026,0.023,0.025,0.081,41.2,47.9,44.2,13.3,47.0,-187.0,AAAA,1.8129997,8.522,13.854,1973.48,2.8549516,2.2763743,0.616466,12.595881,0,0,0.43192846,-2.3895996,-1.3929076,7.328857,0,1,0.08540369,-2.4039993,-1.820201,5.5962334,1,1,1,1,0,4,25.191762924194336,192.81597444195333,34.326294649001426,0,999.9,275.5563874309162,4.1973387952146667e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2343.5001373291016,False,99.0,99.0,99.0,,0.0,False,False,106.2,126.08823779096033,-56.04441308223736,moderate,halo,54.70772448849489,5.0,HALO
J231029.40-060547.3,347.6225084,-6.0964906,13.988,12.24,8.772,6.911,0.027,0.024,0.028,0.103,40.9,45.9,38.9,10.6,-38.0,-161.0,AAAA,1.7480001,8.772,13.988,1877.31,2.7202208,2.0346093,0.53618246,11.748759,0,0,0.22052169,-2.0331323,-1.2809114,5.7080097,0,1,-0.13086855,-2.061549,-1.6968548,3.9510584,1,1,1,1,0,4,23.49751853942871,165.42369842317032,31.71225149076336,0,999.9,258.13181545990386,4.46582610246021e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2375.999927520752,False,99.0,99.0,99.0,,0.0,False,False,105.9,69.59758321834929,-58.09380920022918,moderate,halo,63.76669913259273,5.0,HALO
J005800.27-080633.8,14.5011344,-8.1094057,13.925,12.053,8.462,6.54,0.027,0.023,0.024,0.065,40.7,47.4,44.8,16.6,25.0,-303.0,AAAA,1.8719997,8.462,13.925,1929.18,2.9772463,2.3343983,0.5739276,13.007264,0,0,0.62382203,-2.4751523,-1.3335662,8.361835,0,1,0.28171366,-2.486188,-1.7548459,6.6512923,1,1,1,1,0,4,26.014528274536133,304.02960382173313,35.75436609965077,0,999.9,250.3318966954704,6.856192752567057e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2314.000129699707,False,99.0,99.0,99.0,,0.0,False,False,105.7,127.90876387672782,-70.9176742427724,high,halo,34.6957107931376,-10.0,HIGH_PM|HALO
J064954.38-350303.3,102.4766032,-35.0509345,14.236,12.441,9.014,7.431,0.027,0.022,0.025,0.091,40.6,48.6,43.3,12.0,220.0,306.0,AAAA,1.7950001,9.014,14.236,1973.16,2.817642,1.8005813,0.38759777,11.541395,0,0,0.3733858,-1.6880724,-1.0736345,5.855689,0,0,0.025513696,-1.7300575,-1.4685719,4.1163287,1,1,1,1,0,4,23.08279037475586,376.8766376415497,31.369512580949017,0,999.9,305.20474367959,1.7632280856567908e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2352.499961853028,False,99.0,99.0,99.0,,0.0,False,False,105.6,244.7855545068097,-15.470498961700494,high,thick_disk,27.989326355601374,-15.0,HIGH_PM
J124435.69-381452.5,191.1487242,-38.2479408,14.375,12.676,9.197,7.416,0.027,0.024,0.029,0.096,39.9,45.6,37.7,11.4,-55.0,5.0,AAAA,1.6990004,9.197,14.375,1819.44,2.6186545,1.6236099,0.30431852,10.595696,0,0,0.06115317,-1.427139,-0.9574592,3.857304,0,0,-0.2939049,-1.4793843,-1.3406231,2.0820138,1,1,1,1,0,4,21.19139289855957,55.22680508593631,28.392229900801546,0,999.9,269.17338271401536,2.4983822829085166e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2400.4998207092285,False,99.0,99.0,99.0,,0.0,False,False,104.9,301.45428655279113,24.604175393425933,moderate,thick_disk,191.00368363400528,0.0,NORMAL
J081203.49-134253.5,123.0145435,-13.7148837,14.101,12.322,9.018,7.206,0.027,0.022,0.03,0.097,39.9,49.5,36.8,11.2,179.0,311.0,AAAA,1.7790003,9.018,14.101,1975.05,2.7844777,1.7967134,0.46848068,11.516985,0,0,0.32134753,-1.6823694,-1.1864668,5.668645,0,1,-0.027722206,-1.7245786,-1.592839,3.9232962,1,1,1,1,0,4,23.03396987915039,358.83422356291493,31.22945774419029,0,999.9,265.21340190468027,3.154278394639449e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2360.499858856201,False,99.0,99.0,99.0,,0.0,False,False,104.9,234.6706871584939,10.941297708855517,high,thick_disk,29.39664757172072,-15.0,HIGH_PM
J152010.51-093312.1,230.043816,-9.5533639,13.894,11.956,8.423,6.975,0.027,0.022,0.026,0.099,39.6,48.3,41.3,10.9,-181.0,-232.0,AAAA,1.9379997,8.423,13.894,1912.68,3.1140506,2.3721132,0.59250075,13.492823,0,0,0.83848256,-2.5307605,-1.359476,9.52914,0,1,0.5013145,-2.5396097,-1.7833813,7.8433,1,1,1,1,0,4,26.985645294189453,294.2532922500613,37.44527979107856,0,999.9,339.5297369198568,2.0497458391143102e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2281.0001373291016,False,99.0,99.0,99.0,,0.0,False,False,104.6,352.60366481267556,38.57495127295273,high,halo,35.84844582736817,-10.0,HIGH_PM|HALO
J154303.47+575524.1,235.7644876,57.9233786,14.691,12.664,9.129,7.366,0.028,0.023,0.025,0.09,39.4,47.7,43.2,12.1,83.0,6.0,AAAA,2.0270004,9.129,14.691,1879.38,3.2985308,1.6893698,0.11499293,12.544641,0,0,1.1279514,-1.5240979,-0.6933484,9.13349,0,1,0.79744536,-1.5725306,-1.0497468,7.4809594,1,1,1,1,0,4,25.08928108215332,83.21658488546619,35.26047764000076,0,999.9,271.6505892532498,2.5526656588179148e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2236.499786376953,False,99.0,99.0,99.0,,0.0,False,False,104.4,90.85056075834957,47.102016952006146,moderate,halo,126.75986669327206,5.0,HALO
J213213.86-610413.7,323.05776,-61.0704869,14.458,12.454,8.685,7.111,0.028,0.024,0.023,0.091,38.7,45.4,46.5,12.0,1.0,-341.0,AAAA,2.0039997,8.685,14.458,1756.98,3.250855,2.1187434,0.25459048,13.18527,0,0,1.053143,-2.1571827,-0.88808817,9.757792,0,0,0.7209154,-2.1807215,-1.2642219,8.096654,1,1,1,1,0,4,26.370540618896484,341.0014662725074,36.93985171671776,0,999.9,303.43287883993247,2.418600787034252e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2248.000144958496,False,99.0,99.0,99.0,,0.0,False,False,103.7,333.064191013834,-42.6061202323738,high,halo,30.93395263679401,-10.0,HIGH_PM|HALO
J024218.54-170912.1,40.5772863,-17.1533764,14.451,12.609,8.758,6.877,0.028,0.024,0.022,0.068,38.3,45.6,48.6,16.1,11.0,25.0,AAAA,1.842,8.758,14.451,1746.48,2.9150631,2.0481482,0.25878438,12.076196,0,0,0.52624995,-2.0530944,-0.8939387,6.98633,0,1,0.18189594,-2.0807261,-1.2706653,5.26456,1,1,1,1,0,4,24.15239143371582,27.31300056749533,33.05013243789673,0,999.9,255.01277614772647,4.77292417834615e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2328.9999961853027,False,99.0,99.0,99.0,,0.0,False,False,103.3,197.43570603270882,-62.53585724407749,low,halo,386.20887443998544,15.0,HALO|LOW_PM
J013401.19+143639.5,23.5049749,14.6109978,14.246,12.142,8.608,6.713,0.029,0.023,0.025,0.064,38.0,46.3,44.2,17.0,-10.0,222.0,AAAA,2.104,8.608,14.246,1759.4,3.4581351,2.1932077,0.3816063,14.045823,0,0,1.3783876,-2.2669754,-1.0652764,11.659959,0,1,1.0536454,-2.2861972,-1.4593668,10.036248,1,1,1,1,0,4,28.091646194458008,222.2251110923336,39.91261091308594,0,999.9,253.68885173828647,5.628650028426223e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2197.999954223633,False,99.0,99.0,99.0,,0.0,False,False,103.0,138.12729698326186,-47.00053542838185,high,halo,47.467737353805106,-10.0,HIGH_PM|HALO
J081416.82-795126.3,123.5701191,-79.8573154,14.775,12.573,8.697,6.886,0.029,0.023,0.021,0.06,37.6,48.1,51.0,18.0,-41.0,383.0,AAAA,2.2019997,8.697,14.775,1808.56,3.661268,2.1071396,0.0646661,14.209179,0,0,1.6971246,-2.1400735,-0.62314206,12.764568,0,0,1.3797181,-2.1642852,-0.97242546,11.177535,1,1,1,1,0,4,28.418357849121094,385.1882656571978,40.93380094077256,0,999.9,264.03007153448374,4.298888649351871e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2149.00016784668,False,99.0,99.0,99.0,,0.0,False,False,102.6,292.6105269393454,-23.16818679016081,high,thick_disk,27.385370083259023,-15.0,HIGH_PM
J141359.15+764336.8,213.4964854,76.7268956,15.207,12.844,9.047,7.387,0.029,0.023,0.025,0.082,37.5,47.3,43.9,13.2,281.0,-101.0,AAAA,2.363,9.047,15.207,1773.75,3.9949884,1.7686684,-0.19415885,14.4438095,0,0,2.220767,-1.6410187,-0.26207906,14.447014,0,1,1.9154121,-1.684854,-0.57477134,12.9202385,1,1,1,1,0,4,28.887619018554688,298.6000669792289,42.53990776672363,0,999.9,287.16498222101654,2.1635984361206346e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2068.50004196167,False,99.0,99.0,99.0,,0.0,False,False,102.5,116.91910211823284,39.421924637505626,high,halo,35.32659357201292,-10.0,HIGH_PM|HALO
J151248.39+373228.3,228.201637,37.5412083,14.881,12.992,9.071,7.351,0.029,0.024,0.024,0.082,37.4,45.1,44.4,13.2,-22.0,51.0,AAAA,1.8889999,9.071,14.881,1686.74,3.0124843,1.7454588,0.00115818,11.656799,0,0,0.67911404,-1.6067977,-0.534548,6.887646,0,1,0.33827817,-1.6519785,-0.874853,5.183467,1,1,1,1,0,4,23.3135986328125,55.54277630799526,32.12147573001709,0,999.9,277.04265266854713,2.460451108595949e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2305.500030517578,False,99.0,99.0,99.0,,0.0,False,False,102.4,61.27109545823294,58.592374264567496,moderate,halo,189.91710367982844,5.0,HALO
J060501.01-545944.5,91.254209,-54.995711,15.177,13.174,9.251,7.355,0.029,0.024,0.024,0.069,37.2,44.7,45.2,15.8,58.0,354.0,AAAA,2.0030003,9.251,15.177,1662.84,3.2487833,1.5713878,-0.17618506,11.927247,0,0,1.0498924,-1.3501408,-0.28715265,8.216053,0,0,0.7175899,-1.4054139,-0.602386,6.55454,1,1,1,1,0,4,23.85449409484864,358.7199464763564,33.41060586051464,0,999.9,253.09470710443125,3.139625692841019e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2248.499870300293,False,99.0,99.0,99.0,,0.0,False,False,102.2,263.21332267056835,-28.43770198866603,high,thick_disk,29.406012434957578,-15.0,HIGH_PM
J011130.84-260118.5,17.878536,-26.021813,14.631,12.654,9.07,7.317,0.03,0.025,0.031,0.102,36.4,42.6,35.5,10.7,247.0,-420.0,AAAA,1.9769993,9.07,14.631,1550.64,3.1948888,1.7464262,0.15094107,12.355247,0,0,0.965326,-1.6082242,-0.7434964,8.470424,0,1,0.63107723,-1.6533489,-1.1049768,6.7991796,1,1,1,1,0,4,24.710493087768555,487.24634426540337,34.48101859520321,0,999.9,273.004308114726,2.6355818396406722e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2261.500358581543,False,99.0,99.0,99.0,,0.0,False,False,101.4,200.21720108698491,-85.37725688392851,high,halo,21.64926085316151,-10.0,HIGH_PM|HALO
J194522.53+391503.7,296.3438829,39.2510402,14.442,12.37,8.659,7.24,0.03,0.025,0.021,0.084,36.1,43.9,52.3,13.0,-168.0,-330.0,AAAA,2.0720005,8.659,14.442,1584.79,3.3918066,2.143887,0.26417646,13.655427,0,0,1.2743111,-2.1942554,-0.9014607,10.923506,0,1,0.94717354,-2.2163365,-1.2789496,9.287818,1,1,1,1,0,4,27.310853958129883,370.30257898102735,38.6284745694643,0,999.9,342.3521908835632,1.586882917622769e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2213.9997482299805,False,99.0,99.0,99.0,,0.0,False,False,101.1,73.53287281761044,7.342712130426241,high,thin_disk,28.486226684614888,-20.0,HIGH_PM
J023658.58-583351.9,39.2441155,-58.5644205,15.085,12.942,9.172,7.304,0.031,0.024,0.027,0.107,35.3,44.9,39.5,10.1,65.0,-292.0,AAAA,2.1429996,9.172,15.085,1584.9699999999998,3.5389733,1.647786,-0.121064946,12.967534,0,0,1.505231,-1.4627852,-0.36404565,10.700662,0,0,1.183408,-1.5136288,-0.68707156,9.091547,1,1,1,1,0,4,25.935068130493164,299.1471209956733,37.05083625641708,0,999.9,256.7243761141179,3.1606773706834726e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2178.500175476074,False,99.0,99.0,99.0,,0.0,False,False,100.3,279.9434753927191,-53.5977215964987,high,halo,35.26199139621211,-10.0,HIGH_PM|HALO
J014259.41-340105.6,25.7475679,-34.0182264,14.853,12.745,8.715,7.096,0.031,0.025,0.025,0.084,35.0,44.1,43.4,12.9,-119.0,-397.0,AAAA,2.1079998,8.715,14.853,1543.5,3.466426,2.089732,0.017933792,13.551809,0,0,1.3913964,-2.114407,-0.5579501,11.15438,0,0,1.0669535,-2.139628,-0.9006268,9.532166,1,1,1,1,0,4,27.10361862182617,414.4514446832101,38.53050314864333,0,999.9,293.28925093651486,2.6833253304656732e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2196.000099182129,False,99.0,99.0,99.0,,0.0,False,False,100.0,247.93891773642295,-76.9553650535215,high,halo,25.451770869839574,-10.0,HIGH_PM|HALO
J233511.78+110741.9,353.7990993,11.12833,14.556,12.226,7.974,6.155,0.031,0.024,0.021,0.053,34.8,44.6,51.1,20.6,150.0,-389.0,AAAA,2.33,7.974,14.556,1552.08,3.9265862,2.8063233,0.19587584,16.18512,0,0,2.113437,-3.1709762,-0.8061808,16.375706,0,1,1.8056116,-3.154651,-1.1740137,14.836581,1,1,1,1,0,4,32.3702392578125,416.9184572551328,47.45477075195313,0,999.9,262.4565397530719,8.57659774598426e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2085.0000381469727,False,99.0,99.0,99.0,,0.0,False,False,99.8,94.61433400283036,-47.50782854339825,high,halo,25.301166266898797,-10.0,HIGH_PM|HALO
J132546.84+672327.6,201.4451896,67.3910233,15.191,13.022,8.479,6.601,0.031,0.025,0.023,0.053,34.7,43.4,47.6,20.5,428.0,82.0,AAAA,2.1689997,8.479,15.191,1505.98,3.592866,2.317958,-0.18457286,14.070962,0,0,1.5897944,-2.4509122,-0.27545157,12.400315,0,1,1.2699176,-2.462901,-0.5894991,10.800931,1,1,1,1,0,4,28.141923904418945,435.7843503385591,40.34988880564045,0,999.9,254.792251483758,6.176530614563062e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2165.5001640319824,False,99.0,99.0,99.0,,0.0,False,False,99.7,117.87251958451021,49.39849265324201,high,halo,24.205832996425755,-10.0,HIGH_PM|HALO
J113914.34+214121.3,174.8097894,21.6892504,14.735,12.743,8.864,6.985,0.031,0.026,0.025,0.095,34.5,41.6,43.8,11.4,226.0,322.0,AAAA,1.9919996,8.864,14.735,1435.2,3.2259815,1.94564,0.08863134,12.685036,0,0,1.0141135,-1.9019523,-0.6565738,9.050479,0,1,0.68098766,-1.9355272,-1.0092452,7.384849,1,1,1,1,0,4,25.37007141113281,393.3954753171419,35.47750583172241,0,999.9,255.22639900370245,4.311155694922621e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2254.000186920166,False,99.0,99.0,99.0,,0.0,False,False,99.5,227.33439700150367,72.70765769310461,high,halo,26.814043039633837,-10.0,HIGH_PM|HALO
J161059.60+522426.9,242.748349,52.407473,15.543,13.433,9.396,7.525,0.032,0.026,0.025,0.084,34.2,42.2,42.6,12.9,-33.0,134.0,AAAA,2.1100006,9.396,15.543,1443.2400000000002,3.470573,1.4311646,-0.39546734,12.162997,0,0,1.3979039,-1.1433905,0.018748,9.456381,0,1,1.0736108,-1.2067933,-0.26548457,7.8349156,1,1,1,1,0,4,24.32599449157715,138.00362314084367,34.59156708614204,0,999.9,256.0421129951102,2.599389042091073e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2194.9996948242188,False,99.0,99.0,99.0,,0.0,False,False,99.2,81.35820987679932,45.32466383926554,moderate,halo,76.43656714712084,5.0,HALO
J224224.74-231628.6,340.6030964,-23.2746271,14.668,12.388,8.58,6.985,0.032,0.025,0.025,0.098,33.6,43.7,42.8,11.1,-104.0,-225.0,AAAA,2.2800007,8.58,14.668,1468.3200000000002,3.8229482,2.2202852,0.12877281,14.928045,0,0,1.9508177,-2.3068995,-0.7125715,14.323431,0,1,1.6392498,-2.3245513,-1.0709178,12.765593,1,1,1,1,0,4,29.856090545654297,247.87295132789296,43.47047201432533,0,999.9,298.92758675045343,2.824001213619514e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2109.999656677246,False,99.0,99.0,99.0,,0.0,False,False,98.6,33.23130217572079,-60.64081651567442,high,halo,42.55616899803314,-10.0,HIGH_PM|HALO
J024127.61-334918.4,40.3650664,-33.8217929,15.171,12.93,8.638,6.945,0.033,0.026,0.024,0.07,33.3,41.6,44.8,15.5,-89.0,-140.0,AAAA,2.2409992,8.638,15.171,1385.28,3.7421062,2.1641963,-0.17258996,14.300022,0,0,1.823968,-2.2241998,-0.29216784,13.275642,0,0,1.5094807,-2.2451034,-0.60790944,11.703205,1,1,1,1,0,4,28.60004425048828,165.89454481688057,41.41857950755005,0,999.9,280.28005555993576,3.4743941498680904e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2129.500389099121,False,99.0,99.0,99.0,,0.0,False,False,98.3,235.48961394738208,-65.45134740889415,moderate,halo,63.5857147587031,5.0,HALO
J184132.20-603919.7,280.3841705,-60.6554944,14.83,12.844,8.987,7.198,0.033,0.026,0.031,0.108,32.8,41.0,34.9,10.0,-260.0,-218.0,AAAA,1.9860001,8.987,14.83,1344.8,3.2135456,1.8266915,0.031713676,12.412387,0,0,0.9946004,-1.7265701,-0.5771732,8.658098,0,0,0.6610254,-1.7670413,-0.92179793,6.990224,1,1,1,1,0,4,24.82477378845215,339.29927792437167,34.68517443372082,0,999.9,267.09228508065826,3.1249227195865827e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2256.999969482422,False,99.0,99.0,99.0,,0.0,False,False,97.8,334.8690671010396,-22.249421833084483,high,thick_disk,31.08914133646425,-15.0,HIGH_PM
J023721.68-570645.3,39.3403402,-57.1125836,15.445,13.769,8.932,7.015,0.033,0.029,0.026,0.089,32.7,37.4,42.6,12.2,49.0,-244.0,AAAA,1.6759996,8.932,15.445,1222.98,2.5709786,1.8798801,-0.33675212,10.196004,0,0,-0.013655118,-1.8049934,-0.06316022,3.3547323,0,0,-0.37043488,-1.8423809,-0.35569358,1.5708337,1,1,1,1,0,4,20.39200782775879,248.8714527622644,27.227407220262908,0,999.9,250.04425318945675,4.448836199013886e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2412.0001792907715,False,99.0,99.0,99.0,,0.0,False,False,97.7,278.20446835291375,-54.63293377982622,high,halo,42.38542866074551,-10.0,HIGH_PM|HALO
J114337.02-323258.3,175.904285,-32.549528,15.059,12.803,8.539,6.738,0.033,0.025,0.023,0.074,32.7,42.8,47.0,14.6,331.0,119.0,AAAA,2.2559996,8.539,15.059,1399.56,3.7731988,2.259935,-0.10548751,14.604011,0,0,1.8727556,-2.3653607,-0.3857763,13.77816,0,0,1.5593911,-2.3807137,-0.71100444,12.211338,1,1,1,1,0,4,29.20802116394043,351.7413822682796,42.38667797646866,0,999.9,264.8292253013844,4.891535214055148e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2122.000217437744,False,99.0,99.0,99.0,,0.0,False,False,97.7,286.73887538908747,28.180696006442535,high,thick_disk,29.9894289910577,-15.0,HIGH_PM
J091413.07+724437.7,138.5544629,72.7438329,15.168,12.925,8.798,7.245,0.033,0.025,0.027,0.106,32.4,43.2,39.8,10.2,193.0,-8.0,AAAA,2.243,8.798,15.168,1399.68,3.7462535,2.009466,-0.17079298,14.082166,0,0,1.8304756,-1.9960597,-0.29467463,13.000518,0,1,1.516138,-2.025934,-0.61067027,11.428829,1,1,1,1,0,4,28.164331436157227,193.1657319505714,40.79885051841735,0,999.9,304.9950221580249,2.120413333220265e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2128.499984741211,False,99.0,99.0,99.0,,0.0,False,False,97.4,140.284329285407,36.1216026298767,moderate,halo,54.608667387496475,5.0,HALO
J053400.20-355942.2,83.5008423,-35.9950702,15.104,12.641,7.977,6.239,0.034,0.024,0.018,0.053,32.3,45.3,61.6,20.6,135.0,320.0,AAAA,2.4630003,7.977,15.104,1463.1899999999998,4.2022686,2.8034217,-0.13244848,16.679491,0,0,2.5460117,-3.1666982,-0.34816554,18.204454,0,0,2.248142,-3.1505413,-0.66958207,16.715105,1,1,1,1,0,4,33.35898208618164,347.3110997362451,49.79161866337364,0,999.9,273.05199672671057,7.140602039249725e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2018.4998512268064,False,99.0,99.0,99.0,,0.0,False,False,97.3,240.6328205289709,-30.44257530609281,high,halo,30.371972605430148,-10.0,HIGH_PM|HALO
J045820.72-424342.7,74.5863376,-42.7285452,15.487,13.113,8.53,6.764,0.034,0.025,0.021,0.055,31.6,42.7,51.8,19.7,259.0,93.0,AAAA,2.3740005,8.53,15.487,1349.3200000000002,4.0177903,2.2686384,-0.3619161,15.094413,0,0,2.256546,-2.3781934,-0.028056242,15.458091,0,0,1.9520143,-2.3930416,-0.3170321,13.9354315,1,1,1,1,0,4,30.188825607299805,275.1908428709066,44.52248302452831,0,999.9,269.22518857796734,4.5711375415440475e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2062.999725341797,False,99.0,99.0,99.0,,0.0,False,False,96.6,247.46735986100495,-38.24817127200827,high,halo,38.3316650245496,-10.0,HIGH_PM|HALO
J021958.37-402138.1,34.9932188,-40.3605911,15.384,13.461,8.977,7.128,0.035,0.03,0.025,0.069,31.3,36.8,42.8,15.6,72.0,-40.0,AAAA,1.9229994,8.977,15.384,1151.84,3.0829582,1.8363622,-0.30020517,11.703213,0,0,0.78969496,-1.7408292,-0.11414353,7.3209944,0,0,0.4514041,-1.7807397,-0.4118437,5.6295395,1,1,1,1,0,4,23.40642547607422,82.365041127896,32.408533905401306,0,999.9,258.40840466957934,3.65498739333282e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2288.5003089904785,False,99.0,99.0,99.0,,0.0,False,False,96.3,254.48865013630157,-67.4394219924512,moderate,halo,128.07039324331012,5.0,HALO
J155827.03+850432.3,239.612634,85.0756551,15.965,13.846,9.341,7.664,0.035,0.028,0.025,0.092,30.9,38.4,42.6,11.8,12.0,-138.0,AAAA,2.1190004,9.341,15.965,1186.56,3.4892278,1.4843532,-0.6483008,12.045913,0,0,1.4271752,-1.2218138,0.37145287,9.456281,0,1,1.1035558,-1.2821327,0.12296433,7.838185,1,1,1,1,0,4,24.09182548522949,138.52075656738234,34.30194305321578,0,999.9,282.32650850840497,1.7595539142111652e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2190.499782562256,False,99.0,99.0,99.0,,0.0,False,False,95.9,118.77296207645651,30.440507911827368,moderate,halo,76.1512098847064,5.0,HALO
J032635.16-735621.1,51.6465212,-73.9392222,15.99,13.721,9.468,7.651,0.036,0.027,0.029,0.102,30.4,40.5,38.0,10.6,242.0,-409.0,AAAA,2.269,9.468,15.99,1231.2,3.800146,1.3615359,-0.6632789,12.779464,0,0,1.9150388,-1.0407273,0.3923474,11.634988,0,0,1.6026475,-1.1081669,0.14597635,10.073031,1,1,1,1,0,4,25.558927536010746,475.2315225234959,37.157568851852425,0,999.9,262.7154618113184,2.156479470723996e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2115.499973297119,False,99.0,99.0,99.0,,0.0,False,False,95.4,290.0356607875085,-39.05828919809919,high,halo,22.19659830378681,-10.0,HIGH_PM|HALO
J230741.12+522419.5,346.9213359,52.4054233,15.181,13.209,8.725,6.972,0.038,0.027,0.023,0.089,28.8,39.6,48.3,12.1,124.0,-337.0,AAAA,1.9720001,8.725,15.181,1140.48,3.1845264,2.0800612,-0.17858142,12.4950905,0,0,0.9490666,-2.100148,-0.2838097,8.726873,0,1,0.6144436,-2.1259296,-0.5987043,7.053759,1,1,1,1,0,4,24.99018096923828,359.0891254271006,34.84630884330948,0,999.9,271.1540678750453,3.701772566197214e-17,,,,,,False,,,,0.0,NO_SPECTRUM,False,False,2263.999938964844,False,99.0,99.0,99.0,,0.0,False,False,93.8,107.32583301079946,-7.294188674944674,high,thin_disk,29.375780160996637,-20.0,HIGH_PM
