designation,rf_prob,rf_pred,nn_prob,nn_pred,iso_score,iso_pred,iso_prob,cluster,distance_to_center,composite_score,weighted_score,rank,ra,dec,w1mpro,w2mpro,w1_w2_color
J041409.49-493137.9,0.4366108532678189,0,0.0616318426815213,0,0.14564092109163335,1,0.3155270109809258,3,124.73988219051753,0.2712565689767553,0.29487860958976436,43.0,,,,,
J194522.53+391503.7,0.5416606037839011,1,0.0028062799475949713,0,0.18165315337850563,1,0.21151206103384668,2,207.52206038804044,0.2519929815884476,0.2933740704735124,44.0,,,,,
J013357.89-703638.5,0.5452303201012954,1,0.020231040810289255,0,0.19104040738125405,1,0.18439864169737494,0,198.75456841149105,0.24995333420298652,0.29213576075988773,45.0,,,,,
J011130.84-260118.5,0.5317506232415674,1,0.0037529211724877994,0,0.1795413756390285,1,0.21761155673078914,2,252.66144922116803,0.2510383670482815,0.29114011793303657,46.0,,,,,
J141359.15+764336.8,0.5315080666495526,1,0.01102214784183484,0,0.18262883908420086,1,0.20869396580904817,0,81.98500842836985,0.2504080601001452,0.2905652038929177,47.0,,,,,
J104200.37-060111.5,0.5484309302668433,1,0.005018743867071242,0,0.191471525768676,1,0.1831534326491898,7,63.97598590998852,0.24553436892770145,0.28880530626186457,48.0,,,,,
J234658.41-003806.5,0.4325023144811845,0,0.015766487110252848,0,0.13675324358403695,1,0.34119749215893963,1,74.6054584940624,0.26315543125012564,0.2873478431402769,49.0,,,,,
J100443.67+002609.8,0.43841205418248747,0,0.008816448139017488,0,0.14579828803160894,1,0.3150724844674207,7,124.23987645815109,0.2541003289296419,0.2804305753943341,50.0,,,,,
J034529.57-495446.8,0.5123285825801306,1,0.10998998865590467,0,0.22058541400054366,1,0.09906312680312637,3,135.88209692893162,0.24046056601305388,0.27929885409406485,51.0,,,,,
J140132.61-611641.8,0.04972178197619371,0,5.296795186996549e-06,0,-0.05727059842084137,-1,0.9016009698970919,5,347.1807091344316,0.31710934955615755,0.2789111256161627,52.0,210.3859152,-61.2782911,12.388,8.902,3.485999
J224224.74-231628.6,0.5113080740123307,1,0.009428493966823976,0,0.1886250476448908,1,0.19137498018371746,1,77.66667262085953,0.23737051605429071,0.2765044529054393,53.0,,,,,
J070309.70-333124.8,0.4894045802236979,0,0.00023716371321245107,0,0.17503133349060868,1,0.23063801409089318,8,287.3268568080555,0.2400932526759345,0.2757091566113293,54.0,,,,,
J110700.87-255107.4,0.5401914817208934,1,0.0061264605153178615,0,0.2058932365879893,1,0.14149887713392525,0,146.63069915005732,0.22927227312337883,0.27368930292302374,55.0,,,,,
J173438.58-311045.3,0.09756245600804424,0,2.011130813375687e-07,0,-0.023753486774686583,-1,0.8047927336713048,4,249.92579269384746,0.30078513026414344,0.2717533196561293,56.0,,,,,
J063245.35+103029.8,0.051408284199460655,0,0.0010623511421596161,0,-0.04699861399712557,-1,0.8719321635543243,8,107.26123341833046,0.3081342662986482,0.27145912599876426,57.0,98.1889817,10.5082974,16.858,12.048,4.8099995
J183905.95-571505.1,0.4660173036114212,0,0.011271354051381532,0,0.17250188756950485,1,0.23794387030057246,1,93.37120310360955,0.23841084265445836,0.2709260513625959,58.0,,,,,
J231029.40-060547.3,0.5325552968273558,1,0.014074966887671164,0,0.20810183129747728,1,0.13511974277949873,1,84.78321832582793,0.2272500021648419,0.27086504425948676,59.0,,,,,
J154303.47+575524.1,0.5066448932474473,1,0.06998340346945488,0,0.21584708533011626,1,0.11274894931924345,3,74.92817574255615,0.22979241534538186,0.2693427693313913,60.0,,,,,
J024218.54-170912.1,0.5057995073296159,1,0.10834685106901834,0,0.22889727334932092,1,0.07505579431556521,3,85.79380342148097,0.22973405090473312,0.26917197325114495,61.0,,,,,
J163815.81-472042.1,0.03657637738078912,0,8.021051031593101e-07,0,-0.05087456992505823,-1,0.8831271752556114,5,326.62957283282515,0.30656811824716784,0.2679978695519709,62.0,249.5658927,-47.3450547,11.603,8.1,3.5029993
J152022.05-563620.5,0.04794635380958907,0,0.0005573565301234217,0,-0.044480466770437266,-1,0.8646589416208192,2,222.9145986311199,0.3043875506535106,0.2677530939615218,63.0,230.0919136,-56.6057086,10.441,7.141,3.3000002
J100123.77-565634.8,0.05652733181850826,0,0.0035706118419688493,0,-0.03897560296374958,-1,0.848759118228676,8,254.41037632338842,0.30295235396305104,0.2677487793709735,64.0,150.3490671,-56.9430155,15.775,11.798,3.9769993
J054854.58-722401.3,0.19347866180946688,0,0.008697586996571843,0,0.03531810557881909,1,0.6341749093443197,7,89.12041830681098,0.2787837193834528,0.26659728258716914,65.0,,,,,
J040124.53+410149.1,0.02365514093749388,0,1.1014748306284099e-09,0,-0.05505890304959837,-1,0.895212879830765,4,456.5788568456542,0.3062893406232446,0.26591302638242303,66.0,60.3522494,41.0303216,14.836,11.185,3.651
J161224.62-512142.5,0.04193325857149384,0,0.005356385098028004,0,-0.04360075874815461,-1,0.8621180609229256,1,201.8623779007563,0.3031359015308158,0.2658212382509127,67.0,243.1025857,-51.3618233,11.082,7.894,3.1879997
J010415.03-702418.9,0.19861584461290357,0,0.02364695428159827,0,0.04922803750440563,1,0.5939985364529735,0,212.88620166581174,0.2720871117824918,0.2615912164725506,68.0,,,,,
J213213.86-610413.7,0.5258252068708725,1,0.004425808395978838,0,0.21352303303142894,1,0.11946156245571032,2,46.54083670019088,0.21657085924085387,0.260750051759428,69.0,,,,,
J091413.07+724437.7,0.5174325054975984,1,0.020464400017427373,0,0.2163564030734711,1,0.11127787529194624,0,146.46437846017855,0.216391593602324,0.2593974381587918,70.0,,,,,
J170459.41-411246.0,0.04459847652347654,0,0.005268272468665201,0,-0.03281430396844642,-1,0.8309632981445357,1,156.0263782951115,0.29361001571222584,0.2580369386852616,71.0,256.2475514,-41.2127818,12.237,10.05,2.1870003
J224135.04-575201.7,0.38504687714246555,0,0.016386166351944703,0,0.14866776025689776,1,0.30678452254630556,1,146.17367017462976,0.2360725220135719,0.25735457274627105,72.0,,,,,
J124435.69-381452.5,0.40195742107909255,0,0.04429279391351913,0,0.16711507212424404,1,0.25350273192429934,3,172.0062949925469,0.233250982305637,0.25735190213041637,73.0,,,,,
J181752.07-161320.1,0.04780727067050595,0,3.122442350468008e-05,0,-0.03150673468787468,-1,0.8271866160386452,5,286.2289232792866,0.2916750370442186,0.2568367847051168,74.0,274.466995,-16.2222719,11.055,7.902,3.1530004
J104359.53-604107.4,0.19184405963833223,0,0.07901209034448084,0,0.07071452614925033,1,0.531938622390198,3,124.81631112511931,0.26759825745767035,0.25677622919776494,75.0,160.9980441,-60.6854131,12.97,10.376,2.5939999
J003015.03+652459.2,0.08537068487068487,0,0.031060740436711157,0,0.0014247123278327,1,0.7320699682913642,3,126.3120318026689,0.2828337978662534,0.2546247817240293,76.0,7.5626256,65.4164636,15.291,11.542,3.7490005
J012624.40+674431.0,0.03991912254412253,0,3.6639008776754646e-07,0,-0.03278720954047243,-1,0.8308850406917039,4,116.07119963270704,0.2902681765419714,0.25450402597085015,77.0,21.6016915,67.741946,15.541,11.81,3.731
J100403.40-574128.9,0.06706622070739715,0,0.005132370515861535,0,-0.016720820427468808,-1,0.7844801234372809,0,254.867935874529,0.2855595715535132,0.25434623571835374,78.0,151.0141824,-57.6913617,14.351,10.48,3.8710003
J165118.90-455528.0,0.10089192539486659,0,1.988333995574318e-15,0,-0.0003546103290540392,-1,0.7372092264084802,9,418.62538916716125,0.2793670506011163,0.2538706041430806,79.0,252.8287907,-45.9244657,11.639,8.973,2.6660004
J183821.26+652746.7,0.3980730370506689,0,0.00501020140036082,0,0.1558003004904106,1,0.286183444293936,0,235.98636785176078,0.22975556091498853,0.25380091464865717,80.0,,,,,
J000300.44-221910.2,0.440581155239669,0,0.0025762664456062765,0,0.17709350759815856,1,0.2246817896927418,2,67.20798528892935,0.222613070459339,0.2537513682851004,81.0,,,,,
J035622.64-702300.1,0.3028686515754628,0,0.028340339809863013,0,0.11474854583225502,1,0.4047541613767642,3,177.8868883923076,0.24532105092069667,0.2535421367285204,82.0,,,,,
J052409.52-224536.5,0.4628247192178305,0,0.019548223460330527,0,0.19524633661359625,1,0.17225056059265242,3,104.3552354565487,0.21820783442360447,0.2531531036799225,83.0,,,,,
J134028.09+072400.9,0.4714464399205885,0,0.0576742176482645,0,0.2142544130370076,1,0.11734910094356214,3,124.72690503768584,0.21548991950413834,0.2520551367064884,84.0,,,,,
J014259.41-340105.6,0.4775219548769084,0,0.0011268042047470055,0,0.19784277325733446,1,0.1647512135544617,2,169.27199662755925,0.21446665754537234,0.2520459857355918,85.0,,,,,
J161308.63-513447.6,0.05177695458136632,0,8.595498147918691e-08,0,-0.023606537607051337,-1,0.8043682970466993,5,198.71881650794896,0.28538177919434904,0.25200966139249437,86.0,243.2859947,-51.5799066,11.97,8.416,3.554
J025824.21-001038.3,0.37802297935982165,0,0.11513883639122167,0,0.18626438908408144,1,0.19819332402002104,3,95.65628429180164,0.2304517132570215,0.2515333227002786,87.0,,,,,
