rank,designation,ra_value,dec_value,w1mpro_value,w2mpro_value,w1_w2_color,pm_total,ml_ensemble_score,if_score
63,J023658.58-583351.9,39.2441155,-58.5644205,15.085,12.942,2.1430000000000007,299.1471209956733,0.7562601406458427,0.19008829525580212
64,J014636.47+012354.7,26.651992,1.398548,13.61,11.778,1.831999999999999,27.459060435491963,0.7561734238130703,0.1900535206501867
65,J233511.78+110741.9,353.7990993,11.12833,14.556,12.226,2.3299999999999983,416.9184572551328,0.7538155092411031,0.18910796548294256
66,J014313.34-052339.2,25.8055986,-5.3942238,13.118,11.494,1.6240000000000006,165.51132891738862,0.7512239480887877,0.18806871492317506
67,J071217.21-565118.6,108.0717308,-56.8551879,13.351,11.808,1.543000000000001,297.88924116187883,0.7469226751483659,0.1863438471510785
68,J023704.79-033303.5,39.2699834,-3.550993,14.826,12.895,1.931000000000001,27.313000567495326,0.746890629708539,0.1863309965026389
69,J092404.30+722921.8,141.0179402,72.4894094,13.852,12.135,1.7170000000000005,187.0320828093405,0.7426159252518763,0.1846167830466074
70,J013357.89-703638.5,23.4912423,-70.6106995,14.19,12.182,2.007999999999999,204.60694025374605,0.7423555835040935,0.1845123825361767
71,J032813.34-454620.4,52.055589,-45.7723346,13.872,12.186,1.686,27.65863337187866,0.7392648254741985,0.18327294737571193
72,J142032.17+801007.8,215.134058,80.1688481,13.824,12.132,1.6920000000000002,331.53129565698623,0.7382505998673115,0.18286622939078373
73,J163051.99+111410.9,247.7166507,11.2363685,13.805,11.921,1.8840000000000003,231.92455669894036,0.7380512588687959,0.18278629099376503
74,J234658.41-003806.5,356.743416,-0.6351508,13.087,11.42,1.6669999999999998,165.3027525481654,0.7336405520055156,0.1810175387601783
75,J164031.79+575550.9,250.1324842,57.9308173,13.984,12.13,1.8539999999999992,55.60575509783138,0.7333113562987471,0.18088552689457887
76,J213213.86-610413.7,323.05776,-61.0704869,14.458,12.454,2.0039999999999996,341.0014662725074,0.7313872716675378,0.1801139433152225
77,J152010.51-093312.1,230.043816,-9.5533639,13.894,11.956,1.9380000000000006,294.25329225006135,0.728298170141088,0.17887517243471546
78,J022929.28-704728.3,37.3720214,-70.7911966,14.09,12.188,1.9019999999999992,663.4832326442018,0.7282579815060697,0.17885905625647985
79,J032729.52-105838.1,51.8730416,-10.9772743,13.947,12.3,1.6469999999999985,27.202941017470888,0.7280209115987074,0.17876398806420118
80,J141629.02+342726.0,214.12092,34.4572244,14.13,12.284,1.846,27.65863337187866,0.725872175421899,0.17790231622113245
81,J081416.82-795126.3,123.5701191,-79.8573154,14.775,12.573,2.202,385.1882656571978,0.7228702076162971,0.17669848712391495
82,J025824.21-001038.3,44.6008956,-0.1773165,13.893,11.917,1.9760000000000009,28.0178514522438,0.7221221288109116,0.17639849755332254
83,J172400.49+271007.7,261.0020721,27.1688197,14.124,12.213,1.9110000000000014,264.25177388240934,0.7212770007990813,0.1760595899575727
84,J134028.09+072400.9,205.1170814,7.4002703,14.48,12.651,1.8290000000000006,0.0,0.7210337381838594,0.1759620384069122
85,J184132.20-603919.7,280.3841705,-60.6554944,14.83,12.844,1.9860000000000007,339.29927792437167,0.7173790080893834,0.17449644293250482
86,J104200.37-060111.5,160.5015682,-6.0198695,13.571,11.693,1.8780000000000001,304.00657887618155,0.7157782668090443,0.17385452434603849
87,J000300.44-221910.2,0.7518643,-22.3195223,13.456,11.539,1.9169999999999998,393.1272058761642,0.7126277779414938,0.17259113632364204
