rank,designation,ra_value,dec_value,w1mpro_value,w2mpro_value,w1_w2_color,pm_total,ml_ensemble_score,if_score
88,J115746.32+150551.9,179.4430055,15.0977705,13.65,11.941,1.7089999999999996,233.4823333787805,0.711340200769511,0.172074800718159
89,J070016.24-693931.3,105.0676841,-69.6587003,14.847,12.752,2.094999999999999,55.362442142665635,0.7113106692385057,0.1720629581806597
90,J224135.04-575201.7,340.3960271,-57.8671407,13.215,11.677,1.5380000000000003,191.36614120580475,0.7095914535770934,0.17137352978847703
91,J100443.67+002609.8,151.1819799,0.4360578,13.277,11.625,1.6519999999999992,246.34325645326686,0.7083048140088788,0.17085757017460051
92,J135042.53-121943.8,207.6772112,-12.3288386,13.158,11.363,1.795,55.21775076911409,0.7070010564542395,0.17033474602003656
93,J013943.47+281146.6,24.931166,28.1962902,14.224,12.234,1.9900000000000002,27.294688127912362,0.702484910872458,0.16852371145515094
94,J233049.80+220729.3,352.7075188,22.124818,13.603,11.835,1.767999999999999,278.2103520719529,0.7012538698405062,0.16803004759527645
95,J034529.57-495446.8,56.373222,-49.9130145,14.107,12.327,1.7799999999999994,27.65863337187866,0.7011200302318872,0.16797637612854216
96,J065027.17-555224.5,102.6132428,-55.8734771,14.611,12.624,1.987,217.5890622251036,0.6992225774110219,0.16721547226005545
97,J012624.40+674431.0,21.6016915,67.741946,15.541,11.81,3.731,716.5486724570774,0.6836583877564195,0.16097402478488315
98,J091207.70+295011.9,138.0321094,29.836664,12.375,10.645,1.7300000000000004,330.0242415338607,0.6800872068456469,0.15954193364659935
99,J000946.82-790943.7,2.4451014,-79.1621627,13.31,11.642,1.668000000000001,55.0,0.6660354238493787,0.15390698139723552
100,J005800.27-080633.8,14.5011344,-8.1094057,13.925,12.053,1.8719999999999999,304.02960382173313,0.6635166415674728,0.15289691613442485
101,J013401.19+143639.5,23.5049749,14.6109978,14.246,12.142,2.104000000000001,222.22511109233358,0.6591750169667218,0.1511558668087704
102,J024322.26-090306.1,40.8427524,-9.0517169,13.486,11.835,1.6509999999999998,54.91812087098393,0.6579710280598723,0.1506730512115852
103,J203253.01+633959.0,308.2209113,63.6664026,13.902,11.254,2.6479999999999997,193.61043360315063,0.6574696754514598,0.15047200213409456
104,J070137.50-222359.4,105.4062666,-22.3998378,14.931,11.949,2.9819999999999993,963.2637229751778,0.6342923565165511,0.1411775883574819
105,J205129.83+601838.4,312.874295,60.3106748,15.152,11.866,3.2859999999999996,452.21233950435277,0.6322875743928377,0.14037364400817737
106,J173948.22-194537.8,264.9509254,-19.7605133,13.655,10.204,3.4509999999999987,591.8175394494489,0.6320129697809329,0.1402635238991528
107,J033320.33+310721.3,53.3347324,31.1226095,13.551,10.191,3.3599999999999994,621.3895718468407,0.631133806781863,0.13991096781993623
108,J050343.02-664456.4,75.9292572,-66.7490213,15.092,12.54,2.5520000000000014,774.1685862911256,0.6242717313934744,0.13715918413843659
109,J054111.81-085730.5,85.299232,-8.9584836,15.315,12.586,2.728999999999999,386.67428153421326,0.6218117413699472,0.13617269535475923
110,J222152.29+633237.7,335.4679137,63.5438061,13.536,10.728,2.808,276.39102735074454,0.617628832816102,0.13449529327911997
111,J051616.63-713351.2,79.0692929,-71.5642414,13.683,10.912,2.770999999999999,357.1232280320058,0.607873122664712,0.13058312349423812
112,J060201.67-090301.4,90.506992,-9.0503985,11.534,8.457,3.077,511.67372416413957,0.6010155749071089,0.12783315545302315
113,J033327.31+310710.1,53.3638061,31.1194871,14.044,11.625,2.4190000000000005,357.96228851654195,0.5749562676453662,0.11738302594914324
114,J055400.91+032302.7,88.5038256,3.3840886,13.615,10.95,2.665000000000001,571.3466548427496,0.573583791290762,0.11683264463997917
115,J042843.69+362839.0,67.1820441,36.4775206,13.865,11.452,2.4130000000000003,696.8364226990435,0.5632825507441427,0.1127017098963366
116,J132328.25-561409.4,200.8677209,-56.2359561,14.48,11.743,2.737,524.7446998303079,0.5616277366695239,0.11203810739873693
117,J054047.11-080947.9,85.1963163,-8.1633273,15.062,12.285,2.7769999999999992,600.2732711024205,0.5590060955839383,0.11098679438485332
118,J060548.60-071031.1,91.4525283,-7.1753258,14.478,12.197,2.2810000000000006,953.4631613229742,0.5359563335897913,0.10174353264143515
119,J003323.05+562108.9,8.3460432,56.3524883,15.675,12.338,3.3370000000000015,138.19189556555045,0.5306734370515268,0.09962502072452356
120,J173427.73-180839.5,263.6155504,-18.1443193,13.505,10.859,2.646000000000001,276.21187519728403,0.5235354547749739,0.09676259470386389
121,J060738.02-065403.2,91.9084464,-6.9009076,13.234,10.687,2.5470000000000006,449.7743878879721,0.5022243661174709,0.08821656413970841
122,J061400.62-092009.2,93.5026124,-9.335908,13.569,10.77,2.7990000000000013,602.6026883444846,0.5001044963115969,0.087366468096086
123,J054854.58-722401.3,87.2274253,-72.4003719,11.31,9.226,2.0839999999999996,280.04463929880893,0.48957590022742015,0.08314436075191972
124,J055335.12+032235.6,88.3963364,3.3765778,12.845,10.284,2.561,468.23284805745953,0.4866403577567163,0.08196716909924556
125,J092258.61-713127.0,140.7442298,-71.5241789,17.336,14.736,2.599999999999998,252.77064703006954,0.4794229923152132,0.07907290937150285
126,J101745.50-705342.3,154.4396089,-70.8950986,17.033,13.965,3.0680000000000014,275.52313877422347,0.4676127684357191,0.07433685220118363
127,J073945.68-551208.3,114.9403646,-55.2023058,17.602,15.075,2.527000000000001,469.1534930062868,0.46610435460481736,0.07373195815238792
128,J034928.43-672439.4,57.3684837,-67.4109501,16.581,13.976,2.6049999999999986,634.0,0.4621623810154665,0.0721511742084468
129,J220831.44+793730.8,332.1310004,79.6252402,13.02,10.614,2.405999999999999,345.6269665405175,0.45513885234659,0.06933464560978658
130,J203809.19+570543.1,309.5383089,57.0953059,17.069,14.333,2.735999999999999,836.5171845216331,0.45194006333326786,0.06805188858524053
131,J232658.03+354634.2,351.7417997,35.7761832,16.933,13.854,3.0790000000000006,497.41029341982863,0.4477696569117165,0.06637950003126675
132,J040710.21+633433.0,61.7925761,63.5758388,15.866,13.486,2.379999999999999,165.42369842317032,0.446503647884257,0.06587181353917587
133,J203305.71+201403.1,308.273816,20.2342147,14.961,12.398,2.5630000000000006,656.269761607222,0.44559940169245665,0.06550919876539113
134,J080931.01-423743.0,122.3792242,-42.6286264,14.858,12.346,2.5120000000000005,657.1400155218064,0.4455023411172061,0.06547027618119111
135,J010415.03-702418.9,16.0626591,-70.4052584,11.414,9.318,2.096,214.96511344867102,0.44324576518745296,0.0645653591600131
136,J001455.41-274913.5,3.7309122,-27.8204368,16.586,13.929,2.6569999999999983,247.81444671366518,0.44115173745743713,0.0637256261332067
137,J041412.29+280837.0,63.5512419,28.1436364,13.849,11.723,2.1259999999999994,439.65895873961216,0.438750992077691,0.06276289524123785
138,J121409.49-174220.8,183.5395619,-17.7057966,16.275,12.954,3.320999999999998,422.0580528789849,0.43353291150056567,0.060670375388544195
139,J045017.96+292051.3,72.5748745,29.347608,16.5,13.551,2.949,327.566787083184,0.4329942061943692,0.06045434738144345
140,J040949.48-442902.4,62.4561749,-44.484022,16.176,13.707,2.4689999999999976,403.4067426308093,0.4309150372193609,0.059620572913417436
141,J002920.59-281057.6,7.3358175,-28.182668,16.639,14.128,2.5109999999999992,645.4796666046112,0.42983990032142083,0.05918942868901328
142,J050134.96-085159.0,75.3956877,-8.86639,14.736,12.278,2.458,495.913298873906,0.4295747863616507,0.05908311445797648
143,J162011.49+650543.1,245.047897,65.0953197,16.837,15.336,1.5009999999999994,962.8592835923638,0.4271440169357108,0.05810834352335398
144,J020807.10-424121.2,32.0296169,-42.6892283,16.435,13.785,2.6499999999999986,795.5727496590114,0.4198316767615447,0.05517599766208686
145,J193555.86-502607.4,293.9827541,-50.4353902,16.246,13.618,2.6279999999999983,760.2927067912726,0.41590666713554797,0.05360201649352919
146,J212743.79-091500.7,321.9324712,-9.2501991,16.753,13.988,2.7650000000000006,576.0920065406219,0.41552139843498664,0.053447518610135025
147,J060038.98-095658.5,90.1624178,-9.9496092,15.703,13.172,2.530999999999999,459.24394389039037,0.4147881671205235,0.05315348308127471
148,J202555.03+580011.9,306.4793304,58.0033103,16.749,14.262,2.4869999999999983,661.7469304802252,0.4119672459327075,0.052022256090594354
149,J145712.29+054834.4,224.301222,5.8095735,16.982,14.49,2.491999999999999,193.33132182861627,0.4105766344972983,0.05146460237234157
150,J061532.15-681619.6,93.8839601,-68.2721259,16.898,14.249,2.648999999999999,579.6835343530123,0.4073919976499803,0.050187520554968834
151,J093450.24-101958.0,143.7093513,-10.3328024,16.93,14.072,2.8580000000000005,248.4552273549502,0.4066182973715575,0.049877256432231565
152,J054040.55-075439.7,85.1689746,-7.9110383,15.429,13.082,2.3469999999999995,438.6992135848889,0.4061656404079802,0.0496957349572858
153,J140537.24-413144.7,211.4051841,-41.5291042,16.664,14.056,2.6080000000000023,138.24615727028365,0.4055121404498436,0.0494336727648908
154,J182200.08-013103.2,275.5003688,-1.5175646,14.404,11.97,2.4339999999999993,447.2001788908408,0.4052289493212483,0.04932010934824099
155,J025522.62-625255.5,43.8442574,-62.8820945,15.118,12.472,2.646000000000001,365.6733515037704,0.40362636332082213,0.04867745100443516
156,J041810.36+162334.5,64.5431979,16.3929435,16.45,13.896,2.5539999999999985,879.2434247692729,0.403601786656691,0.04866759543458582
157,J052513.41+191645.0,81.3058947,19.2791821,14.233,11.952,2.2810000000000006,522.945503852935,0.4026546602744739,0.04828778513298043
158,J144815.01+063457.6,222.0625666,6.5826884,16.494,13.924,2.5700000000000003,193.2097306038182,0.39396826368287624,0.044804424336298
159,J034507.41-551150.6,56.2809025,-55.1973977,15.062,12.366,2.6959999999999997,110.64357188738983,0.39340576675795424,0.04457885557301783
160,J095650.26-364330.2,149.2094545,-36.7250721,16.966,14.066,2.9000000000000004,165.19382555047267,0.3912856673665698,0.043728667462546056
161,J222933.39+751316.2,337.3891284,75.2211918,13.892,11.422,2.469999999999999,454.57782612001654,0.3911267556285964,0.04366494173780483
162,J163242.13+370637.1,248.1755421,37.1103309,16.759,14.167,2.5920000000000005,413.69674883905,0.39111145038752865,0.043658804132164
163,J034550.64-671709.4,56.4610105,-67.2859555,17.293,14.93,2.3629999999999995,249.07227866625382,0.3905092482833883,0.04341731306286706
164,J024724.93+694204.5,41.8538912,69.7012589,13.231,11.1,2.1310000000000002,394.44264475332784,0.39044928839696763,0.04339326834932805
165,J065507.19-402013.2,103.7799608,-40.3370114,16.949,14.391,2.5580000000000016,579.8430822213886,0.3902685821893589,0.04332080275180855
166,J053131.71+023501.2,82.8821477,2.583674,16.156,13.585,2.570999999999998,578.6717549699484,0.3885638205485853,0.042637170614530484
167,J122504.45-420319.7,186.2685548,-42.0554858,17.165,15.645,1.5199999999999996,220.41097976280582,0.38509848057626295,0.04124752310310548
168,J195729.63-031330.5,299.373467,-3.2251646,15.134,12.577,2.5570000000000004,456.46467552265204,0.38197070643072084,0.039993243986953086
169,J201835.68+244722.0,304.6486789,24.7894626,16.496,13.807,2.6889999999999983,497.15691687836346,0.38008671263669314,0.03923773736759645
170,J060305.45-280542.2,90.7727098,-28.0950693,16.674,14.115,2.5589999999999993,689.4243975955594,0.3795802039341434,0.03903462062764157
171,J215308.51+244053.2,328.2854769,24.6814665,15.695,12.909,2.7859999999999996,441.41590365549814,0.37581983888157783,0.03752666412724509
172,J131847.31-082642.6,199.6971589,-8.4451799,16.84,14.296,2.5440000000000005,385.9961139700761,0.37499276176548196,0.03719499518124875
173,J005806.64+072735.4,14.527669,7.4598409,14.401,11.903,2.4979999999999993,618.6347872533519,0.3737888263446909,0.03671220103268574
174,J131514.05+261841.3,198.8085642,26.311482,16.286,13.469,2.817000000000002,198.65548066942426,0.37324386629667206,0.036493664790757385
175,J024738.06+692728.8,41.9085913,69.4580091,13.42,11.916,1.5039999999999996,163.11039206623224,0.37244075952250016,0.03617160827132487
176,J210415.00-713826.1,316.0625024,-71.6406083,16.482,13.835,2.6469999999999985,324.5812687140156,0.37218001351697916,0.036067045648153606
177,J070229.95+633113.6,105.6248286,63.5204484,14.702,12.1,2.6020000000000003,459.0043572777932,0.37121248806925106,0.035679055049420316
178,J060437.48-070255.2,91.1561891,-7.0486741,15.456,13.179,2.2769999999999992,358.42014452315595,0.3702313275721551,0.03528559661417646
179,J002533.14-070005.3,6.3880982,-7.0014966,14.798,12.175,2.6229999999999993,271.64130760986995,0.3697507745222516,0.03509288843684327
180,J050058.47-602435.1,75.2436455,-60.4097755,17.37,14.977,2.3930000000000007,303.71203466441693,0.36897634828240666,0.03478233319390084
181,J222447.03+281218.7,336.1959885,28.2052089,15.458,12.718,2.74,467.7018280913599,0.36894825078946086,0.034771065724774786
182,J191954.43-482641.8,289.9768246,-48.4449619,16.585,13.943,2.6420000000000012,413.417464556107,0.3686789406313595,0.03466306876228448
183,J052634.39-655245.6,81.6433023,-65.8793601,15.783,13.112,2.6709999999999994,591.3307027374784,0.36764117742837593,0.034246911887636455
184,J163045.64+204557.1,247.6901936,20.7658723,15.418,12.854,2.564,367.3499693752539,0.36702938369243443,0.034001574446159755
185,J034537.32-711306.7,56.405539,-71.2185545,17.427,15.742,1.6849999999999987,608.13814220126,0.36648696812306386,0.03378405857407957
186,J060221.97-590333.2,90.5915774,-59.059249,17.289,14.953,2.336000000000002,634.4170552562407,0.3652351441063508,0.03328206046034138
187,J124926.87+203813.1,192.3619794,20.636979,16.017,13.746,2.270999999999999,840.2404417784234,0.3651960397013834,0.033266379072805774
188,J065125.96-451956.5,102.8581921,-45.3323696,16.755,14.108,2.6469999999999985,249.14654322305978,0.36512224098297846,0.03323678480321118
189,J053754.81-631809.3,84.47838,-63.3026063,13.95,11.9,2.049999999999999,216.9331694324314,0.3629331147620352,0.032358916014167016
190,J060654.98-060439.2,91.7290924,-6.0775694,13.913,11.458,2.455,519.677784785919,0.36289732712678296,0.032344564695489686
191,J123504.02+154001.7,188.76678,15.6671446,16.311,13.593,2.718,641.7881270325901,0.36235989165774113,0.032129045910011034
192,J212222.08-131628.6,320.5920085,-13.274613,15.692,12.769,2.923,642.384619990236,0.3612865495579855,0.03169862142359808
193,J125918.37-080132.1,194.8265466,-8.0255995,13.32,11.006,2.314,236.21176939348302,0.35944835660318486,0.030961481551158465
194,J234647.55-571236.6,356.698147,-57.2101797,16.885,14.777,2.1080000000000023,883.9711533754934,0.35934934318824374,0.03092177585221706
195,J172635.58+765516.8,261.6482738,76.9213389,17.153,15.561,1.5919999999999987,441.49405432010064,0.3569567620481418,0.02996231892915019
196,J231142.76-225830.9,347.9281759,-22.9752506,16.348,13.848,2.4999999999999982,358.52057123685387,0.3562994286561306,0.029698719478683355
197,J152628.43+470901.6,231.6184773,47.1504617,17.316,15.393,1.9229999999999983,248.45321491178174,0.35597381783305493,0.029568145199220408
198,J133512.99+262039.2,203.8041303,26.3442268,16.381,13.753,2.628,635.3967264630814,0.3553435742072026,0.029315409106008106
199,J000433.90-145013.7,1.1412512,-14.8371483,16.839,14.477,2.3619999999999983,525.1295078359242,0.3549609922478949,0.029161988641662806
200,J065036.97-182153.3,102.6540556,-18.3648097,13.148,11.494,1.654,54.91812087098393,0.3547805370928384,0.02908962371956253
201,J051757.75-540339.9,79.4906424,-54.0611049,15.456,12.946,2.51,344.37189200049414,0.35470221935109314,0.029058217261383523
202,J233928.85-405748.4,354.8702373,-40.9634526,15.496,12.793,2.703000000000001,340.6537831875642,0.3538951429862282,0.028734568883180434
203,J221225.00+311925.6,333.1041839,31.3238006,16.916,14.609,2.3070000000000004,801.4911103686678,0.3537706814245026,0.028684658138231456
204,J035622.64-702300.1,59.0943397,-70.3833876,13.728,12.213,1.5150000000000006,137.97463535012514,0.3534437142217919,0.028553539932458405
205,J131057.59-234429.0,197.739965,-23.7414141,14.396,11.921,2.4750000000000014,28.0178514522438,0.3518725462405154,0.02792348063303901
206,J221308.63+721959.2,333.2859794,72.3331345,17.334,15.219,2.115,884.5903006477066,0.35177831483002364,0.0278856925816115
207,J190738.40+531210.4,286.9100234,53.202903,17.109,14.735,2.3740000000000023,635.8144383387341,0.3517727943185519,0.027883478782939564
208,J221945.69+654006.9,334.9404104,65.6685908,15.884,13.46,2.4239999999999995,207.39334608419819,0.35173950730044357,0.02787013024506263
209,J000350.57-275846.6,0.9607428,-27.9796186,14.102,11.966,2.136000000000001,165.60495161679194,0.3514792082217992,0.027765746845525074
210,J005140.63+231727.4,12.9193054,23.290945,16.214,13.65,2.5639999999999983,55.00909015790027,0.3514791676976971,0.02776573059482007
211,J050452.89-682702.7,76.220389,-68.4507508,16.129,13.641,2.4880000000000013,497.32182739147896,0.3510330506470822,0.027586831712129556
212,J214054.23+663528.2,325.2259696,66.5911933,14.799,12.568,2.231,0.0,0.35084899403949216,0.027513022559566835
213,J140838.80-380829.7,212.1616781,-38.1415968,16.847,14.357,2.490000000000002,608.0994984375501,0.3505604138683165,0.027397298065022613
214,J134401.50-441508.2,206.00629,-44.2522931,16.483,13.6,2.883000000000001,303.29028998634294,0.3484404183586959,0.02654715161252258
215,J155106.26+714228.6,237.7761164,71.7079607,16.644,14.095,2.5489999999999977,524.141202349138,0.34843270048934943,0.026544056644058733
216,J072000.25-734239.2,110.0010763,-73.7109117,17.314,15.137,2.1769999999999996,884.5614732736216,0.34821058958358697,0.026454987210779934
217,J184038.37+691950.8,280.1599117,69.3307796,17.345,15.548,1.7969999999999988,939.2129683942827,0.3449352481476737,0.025141531644562065
218,J144038.29+031817.9,220.1595732,3.3049793,17.158,15.066,2.0920000000000005,718.2652713308643,0.3448607252907326,0.025111646985763902
219,J225431.02+690518.5,343.62925,69.0884807,16.486,13.971,2.5150000000000006,882.3162698261888,0.3445754878485031,0.024997262970075596
220,J101148.49+265309.2,152.9520572,26.8859139,16.663,14.2,2.463000000000001,523.4080626050768,0.3428511628878417,0.024305785680802494
221,J060612.43-582516.1,91.5517946,-58.4211581,17.674,15.556,2.1180000000000003,303.66099519036027,0.3419131755057558,0.023929640240045014
222,J235640.84-214541.5,359.1701672,-21.7615386,16.579,14.256,2.3230000000000004,498.3532883407112,0.3417422882721398,0.023861112181953914
223,J060747.10+313306.5,91.9462715,31.551832,12.183,10.161,2.0220000000000002,419.33518812520373,0.34166874519677554,0.023831620428625577
224,J143424.34+611408.2,218.6014371,61.235613,17.279,15.618,1.6609999999999996,385.8108344772085,0.3409097935611148,0.023527270708190773
225,J111410.50-283209.8,168.5437831,-28.5360788,15.402,12.808,2.5939999999999994,686.9970887856804,0.33921535314057855,0.02284777751777861
226,J171115.23+594907.0,257.8134703,59.8186126,15.929,13.376,2.553000000000001,506.0088932024812,0.33884726201530896,0.02270016807100167
227,J121048.73-460312.2,182.7030468,-46.0534057,13.52,11.24,2.2799999999999994,179.97777640586628,0.3385672024595279,0.022587860456784792
228,J081445.62-632726.0,123.6901093,-63.4572387,16.884,14.475,2.4090000000000007,849.1907912830897,0.3359162613798662,0.021524797754796154
229,J145905.83+303528.6,224.7742985,30.5912966,17.332,15.208,2.1240000000000006,469.61792981103264,0.33523052080849725,0.02124980664682491
230,J163249.96-154314.4,248.2081766,-15.7206689,16.566,14.096,2.469999999999999,441.5529413331996,0.33394432314355244,0.020734024242048787
231,J222635.81-332345.2,336.6492243,-33.3959067,15.291,12.798,2.4930000000000003,248.55582873873627,0.3327383034296747,0.020250394264180682
232,J215436.63+655412.7,328.6526521,65.9035518,13.203,11.615,1.5879999999999992,55.362442142665635,0.33240430928958786,0.020116458162871942
233,J201537.08-370523.4,303.904512,-37.0898603,14.855,12.67,2.1850000000000005,454.00991178607546,0.3320328803559415,0.01996751021045301
234,J142115.15+652740.7,215.3131604,65.4613209,17.572,15.863,1.7089999999999996,580.0982675374923,0.3320025036167755,0.019955328733217204
235,J151521.02+210852.9,228.8376049,21.148038,16.385,14.88,1.5050000000000008,414.73847181085097,0.3309174029410367,0.019520188901128666
236,J135445.55+221724.6,208.6898123,22.2901939,16.26,13.789,2.471000000000002,247.8911051248108,0.33061917572988725,0.01940059581498904
237,J162919.66+572751.5,247.3319466,57.4643137,17.096,15.444,1.6519999999999992,468.46344574577,0.32982421302775516,0.019081805176980382
238,J142803.72+122629.9,217.0155335,12.4416527,17.249,15.467,1.7819999999999983,524.0467536394058,0.3293142614236723,0.01887730778762725
239,J050822.83-463937.9,77.0951323,-46.6605399,15.295,12.756,2.5389999999999997,269.9425864883124,0.32878926305132516,0.01866677644367215
240,J143851.85-071028.3,219.7160605,-7.1745388,16.09,13.393,2.696999999999999,303.75318928366823,0.3282672114486895,0.018457426793642873
241,J113637.96+540840.0,174.1581708,54.1444699,16.837,14.429,2.4079999999999995,730.2739212103908,0.32800032884957253,0.01835040331465737
242,J073415.81-683306.2,113.5659139,-68.5517237,14.308,12.801,1.5069999999999997,55.036351623268054,0.32694187462474344,0.0179259490645004
243,J162136.72-001007.3,245.4030047,-0.1687128,16.441,13.995,2.4459999999999997,523.7604414233667,0.32529410117890617,0.017265169952872472
244,J171649.18+615807.3,259.2049422,61.9686947,17.94,15.822,2.118000000000002,634.5470825714984,0.32468813078206366,0.017022167747981987
245,J055356.74+023649.7,88.4864332,2.6138232,14.446,12.237,2.2089999999999996,356.79686097273895,0.32394408268898317,0.01672379454674111
246,J174424.40-193302.4,266.1016744,-19.5506697,13.307,11.17,2.1370000000000005,481.27435003332556,0.3238926047349771,0.01670315120113891
247,J033534.80-511742.4,53.895037,-51.2951157,16.044,14.537,1.5069999999999997,741.923176616016,0.32345524658456287,0.01652776475415857
248,J004812.90-571553.9,12.0537659,-57.2649807,13.52,11.858,1.661999999999999,248.06853891616325,0.32191257825732555,0.015909134195823238
249,J110034.32+083120.7,165.1430255,8.5224211,14.47,11.9,2.5700000000000003,269.89812893015767,0.3216091956351881,0.01578747372117134
250,J234331.49-462024.6,355.8812229,-46.3401727,16.538,14.92,1.6180000000000003,332.01355394019686,0.32076658303039796,0.015449574837167412
251,J151619.88+751216.9,229.082837,75.2047114,16.758,14.327,2.430999999999999,386.5811687084615,0.31920106874468057,0.01482178274501389
252,J212854.18+184235.9,322.2257801,18.7099796,13.24,11.668,1.572000000000001,50.44799302251776,0.31889152650510644,0.014697652181680787
253,J223024.43-455203.4,337.6017917,-45.8676352,15.904,13.292,2.612,372.83374310810444,0.3187557036054983,0.014643185388828583
254,J052125.37-255001.0,80.3557276,-25.8336386,16.854,15.276,1.5779999999999994,744.980536658509,0.3179543723446749,0.01432184087391103
255,J235815.55-381127.3,359.5647949,-38.1909379,15.204,12.764,2.4400000000000013,274.18242102658587,0.31765790909673247,0.014202955160525721
256,J113549.61+835124.6,173.956711,83.856843,16.906,14.519,2.3869999999999987,552.4608583420187,0.31755552734156006,0.014161898712261756
257,J062238.65-712954.3,95.6610528,-71.4984191,17.388,15.645,1.743000000000002,800.0831206818451,0.31721336470857847,0.014024686936440878
258,J162754.93+022840.7,246.9788822,2.4779913,16.698,14.401,2.2970000000000006,663.6821528412528,0.3171409781071137,0.013995658944558564
259,J005858.62-260908.6,14.7442774,-26.1523902,16.179,13.885,2.2939999999999987,842.5983622106086,0.3169133502233052,0.01390437712955861
260,J114107.15-122319.8,175.2798124,-12.3888407,16.768,14.293,2.4750000000000014,331.6926287996162,0.31679374480741224,0.013856413763806308
261,J061246.63-412602.9,93.194315,-41.4341553,17.184,14.857,2.3270000000000017,359.0055709874152,0.3160179063821576,0.013545292215694393
262,J104441.35+552147.2,161.1722993,55.3631318,16.727,13.913,2.814,386.46345234704927,0.31544770058732446,0.013316632092843894
263,J083730.73-860736.5,129.3780489,-86.1268282,13.393,11.89,1.5030000000000001,250.63918289046507,0.31531440927721205,0.01326318050111791
264,J150759.79-075509.8,226.9991436,-7.9194025,15.947,13.642,2.3049999999999997,275.6320010448714,0.31419149710533956,0.012812877755166652
265,J203608.25+511608.7,309.0343765,51.2691071,14.021,11.93,2.091000000000001,868.7813303703067,0.3131360726542626,0.012389638484662013
266,J111408.79+480323.7,168.5366259,48.0565889,14.978,12.472,2.5060000000000002,669.3056103156465,0.31286711959101976,0.012281784721969002
267,J111552.58+525311.8,168.9690872,52.8866248,13.79,12.283,1.5069999999999997,218.2292372712694,0.3126005727873126,0.01217489590141796
268,J041214.41-640334.7,63.060055,-64.0596534,16.81,15.258,1.5519999999999996,854.5267696216426,0.31224027064333276,0.01203040993994181
269,J072220.71-615700.5,110.5863228,-61.9501493,17.518,15.379,2.139000000000001,275.6592098951167,0.31145945190715424,0.011717291220776915
270,J235449.55-323426.0,358.7064632,-32.5739032,13.876,12.275,1.600999999999999,276.04528613979267,0.31109499776327104,0.011571140252005896
271,J183517.80+670928.7,278.8241733,67.157989,17.749,15.598,2.150999999999998,605.8621955527511,0.3110683653555728,0.011560460301589304
272,J131843.92+794631.7,199.6830384,79.7754887,16.91,15.314,1.596,827.3572384405662,0.31083292151975866,0.011466044185672042
273,J232338.28-292749.1,350.9095288,-29.4636599,16.079,13.647,2.4320000000000004,192.93781381574738,0.3093751524747866,0.010881459370976287
274,J000024.01-585906.2,0.1000735,-58.9850595,16.837,15.324,1.513,262.1316463153581,0.3092828805162097,0.010844457085880221
275,J163905.36+571622.8,249.772373,57.273003,16.989,14.851,2.138,359.06823863995544,0.30863076883065604,0.010582951609292457
276,J000247.61+390425.3,0.698416,39.0737114,14.601,12.128,2.4730000000000008,115.66330446602328,0.3080239442508928,0.010339606865667095
277,J200557.09+821830.1,301.4879155,82.3083787,17.044,14.912,2.1319999999999997,303.7795253140014,0.30600200916002435,0.009528783947936104
278,J005740.75+040205.0,14.4198237,4.0347365,16.707,14.543,2.1640000000000015,859.1763497676131,0.3058777884831356,0.009478969801016979
279,J215219.99-272014.3,328.0833329,-27.3373322,16.786,14.97,1.8160000000000007,937.8278093552142,0.30497714508315776,0.0091177997947674
280,J063628.40-104112.1,99.1183741,-10.6867079,13.004,10.958,2.0459999999999994,193.5071058126807,0.3048935111919019,0.009084261489786416
281,J015910.25-614654.9,29.7927379,-61.78194,17.104,15.278,1.8259999999999987,248.39484696748443,0.3044909285966148,0.00892282050386528
282,J180209.52+423012.0,270.539689,42.5033538,16.982,14.7,2.282,524.767567595407,0.3041090499768855,0.008769682088064279
283,J221841.29-822606.2,334.6720644,-82.4350716,17.415,15.604,1.811,580.8967205966995,0.30389371744360755,0.008683330872487016
284,J173201.58+391428.9,263.0066211,39.2413774,16.699,14.682,2.0170000000000012,881.5469357895812,0.3035760016330034,0.008555922598241839
285,J183958.10+575817.8,279.9920881,57.971636,17.261,15.131,2.129999999999999,525.0609488430844,0.3035083134865082,0.008528778749418542
286,J162557.28+593025.1,246.4886968,59.5069899,17.222,14.942,2.280000000000001,136.8575902169843,0.30258060961078503,0.008156757131760617
287,J210240.88+643911.7,315.6703665,64.6532768,16.246,13.726,2.519999999999998,399.50469333913964,0.30247432136283153,0.008114134127829686
288,J041912.60+260807.3,64.8025133,26.1353775,16.198,13.675,2.5229999999999997,635.9182337376402,0.3024416939309744,0.008101050092829798
289,J152645.09+235729.1,231.6878791,23.9580997,16.288,14.77,1.5180000000000007,275.6592098951167,0.3019657162448713,0.00791017669735633
290,J053423.42+190533.5,83.5975846,19.0926553,12.719,11.14,1.5789999999999988,362.10633797270106,0.3017266793666792,0.007814319723561114
291,J150001.04+265831.9,225.0043366,26.9755391,17.25,15.324,1.9260000000000002,801.3794357231785,0.3014596666053057,0.007707244047776063
292,J194811.15+834411.7,297.046479,83.7365984,14.169,11.875,2.2940000000000005,427.28561876103436,0.3010575944900705,0.00754600777115888
293,J000836.85-561417.2,2.1535753,-56.2381344,15.949,13.567,2.3819999999999997,248.91765706755317,0.300485221059686,0.007316478397564219
294,J052557.99-485717.7,81.4916664,-48.9549403,17.275,15.452,1.8229999999999986,854.9619874590917,0.30021001932415564,0.007206118834007957
